Date,Aarau,Bern,Delemont,Karlsruhe,London,Padova,Paris,Rovereto,Schaffhausen,Schloss Marschlins,St. Petersburg,Valencia,Vevey,Zitenice,Zurich
1806-01-01,,-0.28702951051411674,-0.852467232073991,-0.8131074606433231,,9.816700889801496,,2.224383139136421,2.3193088033010554,,-14.857924528301965,,-2.6632459970887794,,
1806-01-02,,-8.487029510514162,-16.152467232073946,-6.613107460643278,,-5.583299110198482,,-12.075616860863533,-8.080691196698922,,-23.757924528301942,,-5.363245997088711,,
1806-01-03,,-3.7870295105141167,-3.852467232073991,1.5868925393566542,,-7.083299110198482,,-3.775616860863579,-1.2806911966989674,,-20.757924528301942,,-1.463245997088734,,
1806-01-04,,2.3129704894857923,0.3475327679260545,7.2868925393567,,6.716700889801473,,7.4243831391364665,4.319308803301055,,-0.55792452830201,,5.536754002911266,,
1806-01-05,,3.2129704894858833,-0.352467232073991,2.9868925393566315,,8.516700889801541,,3.724383139136421,4.119308803301124,,2.842075471698081,,7.536754002911266,,
1806-01-06,,7.712970489485883,4.647532767926009,6.886892539356722,,10.11670088980145,,6.724383139136421,6.919308803301078,,-3.3579245283019645,,11.236754002911198,,
1806-01-07,,9.012970489485838,5.8475327679260545,9.7868925393567,,9.416700889801405,,5.224383139136421,9.419308803301078,,-18.55792452830201,,13.036754002911266,,
1806-01-08,,1.5129704894858378,0.647532767926009,-0.31310746064332307,,8.216700889801473,,2.224383139136421,2.3193088033010554,,-16.55792452830201,,5.536754002911266,,
1806-01-09,,0.6129704894858605,-0.352467232073991,0.6868925393566769,,3.3167008898014956,,0.724383139136421,1.1193088033011236,,-20.757924528301942,,0.9367540029112433,,
1806-01-10,,-22.587029510514185,-24.452467232074014,-29.113107460643278,,-7.483299110198459,,-22.3756168608636,-22.880691196698876,,-20.357924528301965,,-22.263245997088802,,
1806-01-11,,-25.587029510514185,-24.452467232074014,-28.2131074606433,,-29.283299110198527,,-32.3756168608636,-25.380691196698876,,-16.65792452830192,,-25.263245997088802,,
1806-01-12,,-35.98702951051416,-33.25246723207397,-34.61310746064328,,-28.183299110198504,,-29.3756168608636,-34.180691196698945,,-19.457924528301987,,-37.56324599708876,,
1806-01-13,,-14.187029510514208,-12.852467232073991,-14.013107460643369,,-20.183299110198504,,-19.175616860863556,-14.380691196698876,,-19.957924528301987,,-10.963245997088734,,
1806-01-14,,-1.2870295105141167,-1.852467232073991,0.3868925393567224,,-0.5832991101984817,,0.724383139136421,0.11930880330112359,,-11.957924528301987,,1.8367540029112206,,
1806-01-15,,-0.1870295105142077,-1.1524672320739455,-1.9131074606433458,,5.916700889801518,,5.224383139136421,-1.0806911966989219,,-7.457924528301987,,4.436754002911243,,
1806-01-16,,-5.087029510514185,-5.852467232073991,-6.5131074606433685,,8.61670088980145,,4.4243831391364665,-3.480691196698899,,-0.35792452830196453,,-3.363245997088711,,
1806-01-17,,-6.187029510514208,-3.352467232073991,-3.7131074606433003,,4.216700889801473,,2.224383139136421,-4.080691196698922,,2.242075471698058,,-3.463245997088734,,
1806-01-18,,2.1129704894858605,4.8475327679260545,7.086892539356654,,6.416700889801518,,5.224383139136421,5.019308803301101,,-1.05792452830201,,5.536754002911266,,
1806-01-19,,-2.587029510514185,-2.352467232073991,-3.913107460643346,,1.8167008898014956,,-2.275616860863579,-1.8806911966988764,,-3.55792452830201,,2.636754002911289,,
1806-01-20,,-1.1870295105142077,-0.852467232073991,-6.313107460643323,,-2.38329911019855,,-7.275616860863579,-2.580691196698922,,-17.55792452830201,,,,
1806-01-21,,-0.28702951051411674,1.147532767926009,-0.31310746064332307,,-6.283299110198527,,-9.875616860863602,-1.6806911966989446,,-17.65792452830192,,3.4367540029112433,,
1806-01-22,,2.8129704894857923,5.647532767926009,8.686892539356677,,1.3167008898014956,,0.724383139136421,7.019308803301101,,-5.757924528301942,,5.836754002911221,,
1806-01-23,,3.2129704894858833,5.3475327679260545,4.386892539356722,,5.516700889801541,,-0.775616860863579,5.619308803301124,,1.342075471698081,,6.836754002911221,,
1806-01-24,,-2.087029510514185,-0.852467232073991,-2.0131074606433685,,1.7167008898014728,,-2.275616860863579,-0.28069119669896736,,-1.8579245283019645,,1.8367540029112206,,
1806-01-25,,-5.087029510514185,-2.6524672320739455,-5.2131074606433,,-2.5832991101984817,,-5.275616860863579,-3.3806911966988764,,-6.257924528301942,,-2.763245997088802,,
1806-01-26,,-17.88702951051414,-15.152467232073946,-16.613107460643278,,-6.083299110198482,,-11.375616860863602,-14.680691196698945,,-5.957924528301987,,-17.063245997088757,,
1806-01-27,,-19.38702951051414,-16.652467232073946,-17.113107460643278,,-11.683299110198504,,-9.875616860863602,-16.9806911966989,,-7.457924528301987,,-19.86324599708871,,
1806-01-28,,-25.987029510514162,-21.952467232074014,-21.51310746064337,,-8.583299110198482,,-14.375616860863602,-21.780691196698967,,-14.157924528301919,,-25.263245997088802,,
1806-01-29,,-18.38702951051414,-16.652467232073946,-16.51310746064337,,-9.683299110198504,,-10.275616860863579,-16.080691196698922,,-5.157924528301919,,-18.463245997088734,,
1806-01-30,,-15.287029510514117,-15.152467232073946,-15.2131074606433,,-3.983299110198459,,-4.5756168608635335,-12.680691196698945,,-6.957924528301987,,-16.263245997088802,,
1806-01-31,,-12.087029510514185,,-10.313107460643323,,-0.18329911019850442,,-2.275616860863579,-11.180691196698945,,-7.157924528301919,,-13.863245997088711,,
