,Date,Aarau,Bern,Delemont,Karlsruhe,London,Padova,Paris,Rovereto,Schaffhausen,Schloss Marschlins,St. Petersburg,Valencia,Vevey,Zitenice,Zurich
0,1806-01-01,,952.7,975.5,1005.0,,1025.0,,1000.0,978.4,,1001.0,,970.9,,
1,1806-01-02,,944.5,960.2,999.2,,1009.6,,985.7,968.0,,992.1,,968.2,,
2,1806-01-03,,949.2,972.5,1007.4,,1008.1,,994.0,974.8,,995.1,,972.1,,
3,1806-01-04,,955.3,976.7,1013.1,,1021.9,,1005.2,980.4,,1015.3,,979.1,,
4,1806-01-05,,956.2,976.0,1008.8,,1023.7,,1001.5,980.2,,1018.7,,981.1,,
5,1806-01-06,,960.7,981.0,1012.7,,1025.3,,1004.5,983.0,,1012.5,,984.8,,
6,1806-01-07,,962.0,982.2,1015.6,,1024.6,,1003.0,985.5,,997.3,,986.6,,
7,1806-01-08,,954.5,977.0,1005.5,,1023.4,,1000.0,978.4,,999.3,,979.1,,
8,1806-01-09,,953.6,976.0,1006.5,,1018.5,,998.5,977.2,,995.1,,974.5,,
9,1806-01-10,,930.4,951.9,976.7,,1007.7,,975.4,953.2,,995.5,,951.3,,
10,1806-01-11,,927.4,951.9,977.6,,985.9,,965.4,950.7,,999.2,,948.3,,
11,1806-01-12,,917.0,943.1,971.2,,987.0,,968.4,941.9,,996.4,,936.0,,
12,1806-01-13,,938.8,963.5,991.8,,995.0,,978.6,961.7,,995.9,,962.6,,
13,1806-01-14,,951.7,974.5,1006.2,,1014.6,,998.5,976.2,,1003.9,,975.4,,
14,1806-01-15,,952.8,975.2,1003.9,,1021.1,,1003.0,975.0,,1008.4,,978.0,,
15,1806-01-16,,947.9,970.5,999.3,,1023.8,,1002.2,972.6,,1015.5,,970.2,,
16,1806-01-17,,946.8,973.0,1002.1,,1019.4,,1000.0,972.0,,1018.1,,970.1,,
17,1806-01-18,,955.1,981.2,1012.9,,1021.6,,1003.0,981.1,,1014.8,,979.1,,
18,1806-01-19,,950.4,974.0,1001.9,,1017.0,,995.5,974.2,,1012.3,,976.2,,
19,1806-01-20,,951.8,975.5,999.5,,1012.8,,990.5,973.5,,998.3,,,,
20,1806-01-21,,952.7,977.5,1005.5,,1008.9,,987.9,974.4,,998.2,,977.0,,
21,1806-01-22,,955.8,982.0,1014.5,,1016.5,,998.5,983.1,,1010.1,,979.4,,
22,1806-01-23,,956.2,981.7,1010.2,,1020.7,,997.0,981.7,,1017.2,,980.4,,
23,1806-01-24,,950.9,975.5,1003.8,,1016.9,,995.5,975.8,,1014.0,,975.4,,
24,1806-01-25,,947.9,973.7,1000.6,,1012.6,,992.5,972.7,,1009.6,,970.8,,
25,1806-01-26,,935.1,961.2,989.2,,1009.1,,986.4,961.4,,1009.9,,956.5,,
26,1806-01-27,,933.6,959.7,988.7,,1003.5,,987.9,959.1,,1008.4,,953.7,,
27,1806-01-28,,927.0,954.4,984.3,,1006.6,,983.4,954.3,,1001.7,,948.3,,
28,1806-01-29,,934.6,959.7,989.3,,1005.5,,987.5,960.0,,1010.7,,955.1,,
29,1806-01-30,,937.7,961.2,990.6,,1011.2,,993.2,963.4,,1008.9,,957.3,,
30,1806-01-31,,940.9,,995.5,,1015.0,,995.5,964.9,,1008.7,,959.7,,
31,1806-02-01,,946.3,972.7,1003.8,,1008.6,,986.1,971.9,947.5,1012.9,,969.1,,
32,1806-02-02,,947.2,952.4,1006.8,,1004.8,,987.6,972.8,947.0,1027.0,,969.0,,
33,1806-02-03,,942.3,968.5,1000.7,,1009.8,,992.2,969.9,945.0,1035.2,,964.9,,
34,1806-02-04,,945.3,970.7,1000.5,,1013.3,,996.7,969.4,948.0,1038.7,,969.1,,
35,1806-02-05,,951.7,976.7,1008.4,,1021.1,,1002.7,975.6,953.8,1045.5,,974.0,,
36,1806-02-06,,953.4,978.5,1008.3,,1022.0,,1003.4,979.8,954.9,1046.3,,976.5,,
37,1806-02-07,,950.4,975.2,1005.0,,1022.2,,1001.2,977.4,955.1,1040.8,,972.7,,
38,1806-02-08,,950.0,975.2,1004.4,,1019.5,,999.7,975.4,951.0,1035.3,,973.3,,
39,1806-02-09,,953.4,979.0,1008.0,,1021.7,,1001.2,979.1,954.1,1030.5,,978.4,,
40,1806-02-10,,947.8,974.2,1003.7,,1020.8,,1001.2,974.8,949.5,1021.2,,971.0,,
41,1806-02-11,,950.0,975.5,1004.7,,1022.4,,1002.7,974.7,952.0,1015.1,,973.6,,
42,1806-02-12,,947.6,973.7,1003.7,,1019.5,,993.7,973.8,948.5,1014.4,,971.0,,
43,1806-02-13,,946.2,972.5,1004.1,,1012.8,,992.2,973.3,949.0,1015.8,,968.3,,
44,1806-02-14,,942.3,970.0,999.2,,1002.8,,983.1,969.9,944.0,1023.3,,963.4,,
45,1806-02-15,,940.3,966.7,998.1,,1001.6,,986.1,965.5,942.5,1028.6,,961.8,,
46,1806-02-16,,949.4,974.5,1007.7,,1011.7,,995.2,975.6,949.5,1031.9,,971.9,,
47,1806-02-17,,950.0,974.2,1008.0,,1015.2,,998.2,976.6,952.5,1031.2,,972.8,,
48,1806-02-18,,954.0,978.0,1013.4,,1019.7,,1001.2,980.6,955.6,1029.9,,977.0,,
49,1806-02-19,,954.3,978.7,1012.1,,1022.6,,1004.2,980.9,956.1,1035.6,,977.7,,
50,1806-02-20,,954.5,979.5,1011.6,,1025.5,,1007.2,980.8,956.9,1038.7,,979.0,,
51,1806-02-21,,956.0,981.0,1012.9,,1024.7,,1004.2,980.6,957.1,1039.8,,979.6,,
52,1806-02-22,,950.8,976.2,1005.6,,1022.5,,1002.7,977.0,952.6,1035.0,,974.4,,
53,1806-02-23,,952.4,977.7,1007.3,,1023.1,,1003.4,976.6,952.0,1029.4,,977.0,,
54,1806-02-24,,959.2,986.0,1018.0,,1025.2,,1009.5,983.7,961.6,1012.4,,983.4,,
55,1806-02-25,,961.8,988.5,1020.4,,1027.6,,1010.2,986.1,964.1,999.3,,986.7,,
56,1806-02-26,,960.0,985.5,1015.1,,1023.7,,1001.2,983.8,961.4,983.0,,987.0,,
57,1806-02-27,,957.5,983.0,1008.6,,1016.1,,990.7,980.2,960.1,984.3,,983.5,,
58,1806-02-28,,947.3,973.0,1000.3,,1003.4,,983.1,971.8,947.0,988.2,,973.3,,
59,1806-03-01,,949.2,975.0,1006.0,,1006.7,,992.3,972.3,947.5,998.7,,973.4,,
60,1806-03-02,,958.0,982.5,1012.7,,1017.4,,999.8,980.6,958.1,1008.8,,984.0,,
61,1806-03-03,,944.7,970.2,997.6,,1005.1,,981.0,966.6,943.0,1000.6,,970.4,,
62,1806-03-04,,947.8,974.0,1005.4,,1004.1,,984.7,969.1,945.5,1020.1,,971.2,,
63,1806-03-05,,952.6,978.7,1015.9,,1014.5,,998.3,977.1,953.5,1029.4,,974.2,,
64,1806-03-06,,956.9,982.7,1019.0,,1024.7,,1004.3,981.6,958.1,1017.8,,981.0,,
65,1806-03-07,,957.3,982.0,1016.3,,1023.7,,1001.3,981.1,959.1,1008.8,,980.6,,
66,1806-03-08,,951.9,977.0,1009.9,,1018.5,,996.8,978.3,954.0,1018.0,,975.4,,
67,1806-03-09,,943.7,969.5,999.0,,1012.6,,987.7,969.3,942.0,1024.7,,964.7,,
68,1806-03-10,,928.6,954.9,981.6,,995.8,,971.2,953.3,933.7,1026.0,,949.4,,
69,1806-03-11,,928.1,952.9,978.8,,992.7,,977.2,948.8,933.0,1020.0,,947.1,,
70,1806-03-12,,927.8,953.4,983.7,,1000.4,,978.7,952.9,,1007.0,,948.3,,
71,1806-03-13,,939.5,964.2,993.2,,998.3,,989.3,961.6,,1012.2,,961.1,,
72,1806-03-14,,941.5,966.5,993.4,,1018.1,,998.3,966.1,943.5,1004.0,,964.8,,
73,1806-03-15,,939.1,964.9,993.1,,1013.9,,992.3,963.6,939.0,997.7,,962.2,,
74,1806-03-16,,941.7,968.2,994.6,,1012.2,,992.3,965.6,939.7,1002.9,,964.8,,
75,1806-03-17,,939.2,964.7,991.0,,1009.9,,989.3,964.6,938.0,1014.8,,961.4,,
76,1806-03-18,,940.8,967.2,994.5,,1007.9,,989.3,964.3,938.5,1004.1,,964.4,,
77,1806-03-19,,938.7,965.4,993.3,,1007.9,,989.3,963.8,938.5,1020.4,,960.5,,
78,1806-03-20,,941.9,963.2,992.6,,1006.0,,986.2,962.7,937.0,1033.0,,960.3,,
79,1806-03-21,,948.2,974.5,1003.3,,1010.7,,995.3,970.6,945.0,1036.4,,971.5,,
80,1806-03-22,,951.3,979.7,1009.1,,1014.1,,996.8,976.0,949.5,1038.9,,976.8,,
81,1806-03-23,,950.6,979.2,1007.6,,1016.0,,998.3,976.1,950.7,1038.1,,973.5,,
82,1806-03-24,,944.6,971.0,1000.3,,1014.8,,995.3,971.7,945.0,1030.7,,966.3,,
83,1806-03-25,,939.9,968.5,997.4,,1011.1,,990.8,966.1,940.2,1024.1,,961.8,,
84,1806-03-26,,942.7,972.0,1000.2,,1008.8,,989.3,966.1,941.5,1022.0,,965.2,,
85,1806-03-27,,945.0,973.5,1002.0,,1012.9,,998.3,968.4,945.0,1021.9,,968.1,,
86,1806-03-28,,943.3,972.0,1001.3,,1017.0,,998.3,969.4,944.0,1026.0,,965.0,,
87,1806-03-29,,938.3,966.0,998.1,,1009.8,,989.3,965.1,938.0,1021.8,,959.6,,
88,1806-03-30,,942.4,971.2,1002.1,,1007.3,,989.3,967.8,940.7,1016.3,,965.2,,
89,1806-03-31,,947.1,976.0,1008.5,,1008.7,,986.2,971.6,946.0,1018.9,,968.4,,
90,1806-04-01,,948.6,977.7,1013.5,,1016.7,,998.3,974.3,948.4,1021.7,,968.8,,
91,1806-04-02,,949.5,978.2,1011.2,,1018.4,,998.3,974.5,947.9,1024.5,,971.5,,
92,1806-04-03,,949.5,978.2,1010.7,,1017.3,,999.0,974.8,947.9,1026.5,,971.8,,
93,1806-04-04,,950.8,977.5,1009.9,,1020.7,,1002.3,974.9,949.4,1026.9,,974.3,,
94,1806-04-05,,949.4,976.5,1010.9,,1023.0,,1001.3,975.6,950.4,1026.8,,971.6,,
95,1806-04-06,,946.1,973.7,1009.1,,1016.2,,996.3,972.1,944.4,1022.0,,968.7,,
96,1806-04-07,,946.0,986.3,1002.8,,1012.4,,992.3,971.3,944.9,1019.7,,967.8,,
97,1806-04-08,,945.3,973.7,1000.8,,1013.6,,995.3,970.6,943.6,1029.3,,967.8,,
98,1806-04-09,,945.8,973.5,1000.2,,1011.4,,992.3,970.8,943.6,1017.1,,968.5,,
99,1806-04-10,,939.5,968.0,994.2,,1008.7,,989.3,965.1,939.4,1006.4,,960.9,,
100,1806-04-11,,933.5,961.2,983.9,,1001.4,,980.2,957.8,931.4,1001.2,,954.9,,
101,1806-04-12,,933.5,962.9,990.5,,1001.1,,983.2,957.9,933.6,1009.5,,952.9,,
102,1806-04-13,,928.7,956.9,985.6,,996.9,,979.2,955.6,927.9,1026.1,,948.9,,
103,1806-04-14,,929.7,958.4,987.6,,992.9,,972.7,954.0,927.8,1021.1,,948.3,,
104,1806-04-15,,936.3,963.9,993.4,,1000.5,,989.3,961.3,933.4,1016.4,,957.9,,
105,1806-04-16,,951.5,979.0,1013.2,,1015.5,,999.8,976.5,948.4,1021.2,,973.5,,
106,1806-04-17,,961.6,989.0,1022.8,,1022.6,,1004.3,985.5,959.0,1027.5,,983.7,,
107,1806-04-18,,962.0,990.0,1021.9,,1027.1,,1008.8,986.3,960.0,1026.1,,985.5,,
108,1806-04-19,,958.7,986.3,1020.6,,1027.9,,1007.3,985.1,957.7,1028.2,,980.5,,
109,1806-04-20,,955.3,983.0,1015.0,,1021.9,,999.8,982.4,953.9,1022.0,,977.5,,
110,1806-04-21,,950.6,978.7,1011.1,,1015.0,,992.3,978.5,948.9,1029.2,,972.3,,
111,1806-04-22,,950.4,977.2,1009.7,,1014.1,,995.3,977.3,948.4,1029.8,,970.9,,
112,1806-04-23,,948.4,976.2,1008.8,,1012.7,,995.3,976.1,947.1,1023.0,,971.6,,
113,1806-04-24,,951.0,978.7,1009.6,,1012.1,,993.8,976.8,948.4,1017.0,,972.7,,
114,1806-04-25,,950.1,977.2,1007.9,,1014.1,,994.2,976.9,948.4,1009.8,,973.2,,
115,1806-04-26,,951.7,979.0,1009.5,,1009.6,,986.2,976.3,947.4,1004.8,,976.3,,
116,1806-04-27,,954.5,981.5,1008.1,,1014.0,,993.8,977.6,951.9,1003.9,,978.4,,
117,1806-04-28,,942.9,970.5,997.9,,1010.0,,987.7,970.8,942.9,1008.2,,965.1,,
118,1806-04-29,,943.0,970.2,999.5,,1008.6,,990.8,967.5,940.6,1008.8,,966.0,,
119,1806-04-30,,946.4,973.0,998.8,,1009.2,,987.7,969.3,943.1,1013.7,,970.7,,
120,1806-05-01,,950.5,976.7,1007.6,,1014.9,,998.4,973.0,949.2,1014.1,,973.6,,
121,1806-05-02,,946.9,975.2,1002.0,,1017.8,,999.9,972.3,947.7,1017.6,,970.0,,
122,1806-05-03,,943.2,971.5,999.2,,1015.8,,998.4,969.5,944.4,1026.2,,966.0,,
123,1806-05-04,,949.3,976.2,1004.7,,1017.1,,1001.4,971.7,946.9,1026.1,,973.0,,
124,1806-05-05,,952.1,979.5,1008.1,,1021.3,,1002.9,975.5,950.9,1024.3,,976.0,,
125,1806-05-06,,947.2,975.7,1002.9,,1019.0,,1003.6,973.3,949.2,1029.0,,969.7,,
126,1806-05-07,,938.2,967.2,993.5,,1013.2,,993.9,965.7,942.4,1028.8,,958.9,,
127,1806-05-08,,937.9,966.5,991.2,,1008.6,,990.9,962.5,937.4,1025.1,,960.9,,
128,1806-05-09,,940.4,970.0,995.7,,1008.8,,992.4,963.9,938.9,1019.9,,963.3,,
129,1806-05-10,,940.5,970.0,996.5,,1009.9,,990.9,963.6,938.9,1016.5,,964.5,,
130,1806-05-11,,945.1,973.0,998.0,,1010.0,,992.4,966.7,942.9,1019.5,,968.4,,
131,1806-05-12,,946.0,974.0,1000.1,,1011.4,,993.9,969.5,945.4,1021.6,,969.2,,
132,1806-05-13,,947.6,973.7,1000.6,,1014.2,,993.9,971.5,945.9,1016.1,,970.1,,
133,1806-05-14,,944.1,972.2,998.3,,1015.6,,996.9,969.8,945.4,1002.9,,967.6,,
134,1806-05-15,,944.6,973.2,1000.9,,1014.5,,998.4,968.2,945.9,1023.9,,968.2,,
135,1806-05-16,,948.5,977.0,1005.0,,1014.5,,999.4,972.5,947.4,1028.9,,973.0,,
136,1806-05-17,,951.4,979.2,1006.4,,1016.0,,1000.4,974.5,948.9,1029.3,,976.4,,
137,1806-05-18,,954.5,982.2,1010.0,,1017.7,,1001.4,976.5,952.4,1027.0,,979.8,,
138,1806-05-19,,954.1,983.2,1012.8,,1017.9,,1002.9,978.5,953.9,1027.2,,978.3,,
139,1806-05-20,,950.4,979.2,1008.3,,1013.9,,992.4,977.8,950.4,1029.5,,974.1,,
140,1806-05-21,,949.9,978.7,1005.1,,1017.8,,1002.9,974.5,949.9,1025.8,,974.7,,
141,1806-05-22,,953.6,981.7,1008.7,,1019.0,,1002.9,976.5,954.2,1016.9,,978.3,,
142,1806-05-23,,951.9,982.0,1009.0,,1018.9,,1001.4,977.0,951.7,1013.5,,975.7,,
143,1806-05-24,,949.2,978.0,1004.1,,1014.3,,996.9,974.7,948.9,1020.7,,973.4,,
144,1806-05-25,,946.5,976.2,1004.7,,1011.8,,993.9,973.6,948.2,1024.0,,971.0,,
145,1806-05-26,,948.6,977.0,1003.4,,1016.3,,998.4,973.8,947.4,1005.1,,973.9,,
146,1806-05-27,,950.7,978.7,1006.0,,1016.4,,1001.4,974.0,949.7,999.1,,977.5,,
147,1806-05-28,,954.9,980.5,1008.0,,1020.0,,1004.4,977.0,951.9,1013.1,,979.4,,
148,1806-05-29,,952.6,981.0,1005.4,,1018.1,,1001.4,976.4,951.9,1014.6,,976.4,,
149,1806-05-30,,945.0,972.0,997.9,,1014.1,,995.4,969.9,944.4,1015.5,,966.1,,
150,1806-05-31,,938.5,967.7,994.9,,1006.3,,986.3,963.4,937.4,1015.2,,960.6,,
151,1806-06-01,,944.4,974.5,1001.6,,1007.1,,987.0,967.7,942.9,998.3,,967.6,,
152,1806-06-02,,952.0,980.7,1008.6,,1013.6,,999.1,975.9,951.9,1001.7,,975.1,,
153,1806-06-03,,952.2,980.5,1010.3,,1016.5,,1000.1,977.8,949.9,999.2,,975.5,,
154,1806-06-04,,949.9,977.5,1004.1,,1014.8,,999.1,975.0,948.9,996.5,,974.0,,
155,1806-06-05,,952.1,976.7,1000.8,,1014.0,,999.1,974.3,947.7,1007.0,,974.1,,
156,1806-06-06,,951.9,979.7,1005.9,,1015.6,,1002.1,975.4,950.9,1008.2,,977.1,,
157,1806-06-07,,956.2,984.0,1012.6,,1017.3,,1005.1,979.1,955.0,1010.4,,980.8,,
158,1806-06-08,,956.2,985.3,1013.2,,1021.3,,1008.1,980.9,957.3,1013.7,,982.0,,
159,1806-06-09,,956.6,985.3,1012.9,,1022.3,,1008.1,981.3,957.0,1028.2,,982.3,,
160,1806-06-10,,956.1,984.5,1011.4,,1023.9,,1009.1,982.8,956.0,1028.5,,982.0,,
161,1806-06-11,,959.7,988.3,1012.3,,1025.2,,1011.1,985.8,960.0,1028.3,,986.4,,
162,1806-06-12,,961.1,990.8,1019.8,,1024.2,,1009.6,988.4,961.3,1013.0,,987.7,,
163,1806-06-13,,957.8,987.8,1015.9,,1020.9,,1003.6,985.8,958.0,1000.1,,985.5,,
164,1806-06-14,,954.8,983.5,1011.5,,1018.1,,1003.6,980.4,954.0,1011.8,,,,
165,1806-06-15,,954.9,983.2,1011.0,,1020.5,,1005.1,981.9,954.5,1018.0,,,,
166,1806-06-16,,953.8,982.5,1008.5,,1019.4,,1003.1,980.2,953.2,1013.5,,,,
167,1806-06-17,,952.2,980.7,1006.3,,1014.7,,1000.1,978.1,951.4,1003.8,,,,
168,1806-06-18,,952.5,981.5,1010.4,,1012.6,,997.6,978.0,949.9,1004.2,,975.8,,
169,1806-06-19,,959.4,984.8,1015.8,,1021.6,,1006.6,982.3,956.5,1008.3,,,,
170,1806-06-20,,959.0,987.5,1015.8,,1021.2,,1004.1,983.9,957.5,1009.8,,,,
171,1806-06-21,,954.2,982.8,1009.7,,1014.0,,997.6,979.8,952.5,1005.4,,981.9,,
172,1806-06-22,,950.0,978.0,1005.6,,1012.2,,994.6,975.2,948.4,1000.3,,974.4,,
173,1806-06-23,,950.7,977.7,1005.8,,1009.6,,994.6,974.8,948.9,1003.8,,974.3,,
174,1806-06-24,,956.2,983.3,1012.5,,1016.1,,1002.1,980.8,952.4,1006.1,,,,
175,1806-06-25,,955.9,982.8,1009.7,,1022.0,,1005.1,980.5,953.5,1011.8,,,,
176,1806-06-26,,951.6,977.7,1004.6,,1020.3,,1003.6,975.5,951.4,1013.7,,976.1,,
177,1806-06-27,,950.4,975.5,1002.0,,1016.4,,999.1,973.1,947.9,1012.8,,972.7,,
178,1806-06-28,,951.3,978.5,1006.5,,1012.5,,997.6,976.0,949.4,1011.8,,,,
179,1806-06-29,,955.9,981.0,1013.8,,1015.5,,1003.6,980.3,953.5,1012.3,,,,
180,1806-06-30,,958.8,981.5,1010.1,,1020.8,,1003.1,982.6,955.2,1011.3,,,,
181,1806-07-01,,953.0,981.0,1006.0,,1011.4,,993.0,977.1,950.9,1004.0,,,,
182,1806-07-02,,955.4,983.0,1010.9,,1012.9,,1000.5,980.1,953.4,1001.3,,980.6,,
183,1806-07-03,,955.0,982.2,1011.6,,1017.1,,1000.5,980.4,952.7,1005.9,,979.6,,
184,1806-07-04,,949.6,977.2,1005.0,,1015.2,,996.0,974.9,948.9,1010.3,,975.1,,
185,1806-07-05,,948.4,976.2,1004.9,,1010.9,,996.0,973.8,948.2,1003.3,,,,
186,1806-07-06,,945.6,975.2,1001.0,,1013.3,,996.0,971.1,945.9,998.1,,,,
187,1806-07-07,,945.1,973.7,998.8,,1005.9,,986.9,969.5,941.4,1007.8,,,,
188,1806-07-08,,949.6,976.7,1003.4,,1010.6,,999.0,973.5,946.4,1016.8,,977.0,,
189,1806-07-09,,955.3,983.7,1011.8,,1020.0,,1006.5,980.2,953.9,1015.3,,980.2,,
190,1806-07-10,,957.4,986.8,1014.7,,1022.2,,1008.0,982.6,956.5,1011.3,,982.8,,
191,1806-07-11,,955.9,984.8,1011.0,,1020.0,,1005.0,981.8,955.7,1006.2,,982.1,,
192,1806-07-12,,956.3,985.5,1011.1,,1016.2,,1014.0,980.3,954.7,1008.3,,983.2,,
193,1806-07-13,,954.7,983.2,1009.7,,1017.3,,1002.0,980.6,955.0,1011.1,,,,
194,1806-07-14,,951.6,980.0,1004.8,,1016.3,,1002.0,975.6,951.4,1011.8,,,,
195,1806-07-15,,950.2,978.7,1002.4,,1013.6,,997.5,974.2,949.4,1005.1,,,,
196,1806-07-16,,946.1,976.0,998.7,,1011.3,,996.0,970.1,945.9,998.8,,968.1,,
197,1806-07-17,,947.3,975.2,1001.8,,1011.3,,999.0,971.1,946.2,1002.5,,,,
198,1806-07-18,,949.6,979.0,1003.6,,1010.6,,996.0,973.8,948.4,1006.6,,,,
199,1806-07-19,,954.0,979.0,1003.0,,1007.3,,990.0,974.3,948.4,1009.3,,975.2,,
200,1806-07-20,,,979.0,1005.9,,1010.9,,996.0,977.0,948.9,1009.6,,,,
201,1806-07-21,,,976.7,1003.9,,1011.8,,996.0,974.8,947.4,1006.8,,,,
202,1806-07-22,,,976.5,1002.9,,1011.3,,998.0,973.9,948.2,1010.8,,,,
203,1806-07-23,,,972.2,997.7,,1011.3,,994.5,970.7,945.9,1013.3,,,,
204,1806-07-24,,,971.0,995.0,,1007.7,,993.0,967.8,941.2,1016.8,,,,
205,1806-07-25,,,972.0,997.3,,1010.8,,996.0,969.4,943.4,1018.0,,,,
206,1806-07-26,,,972.7,997.4,,1009.5,,996.0,968.8,943.2,1018.0,,,,
207,1806-07-27,,,972.7,998.7,,1011.6,,996.0,967.8,944.2,1020.1,,,,
208,1806-07-28,,,970.5,996.3,,1005.2,,990.0,966.0,941.9,1018.7,,,,
209,1806-07-29,,,971.2,997.5,,1007.8,,993.0,967.7,943.4,1014.2,,,,
210,1806-07-30,,,976.0,1002.1,,1009.0,,997.5,971.6,946.4,1008.8,,,,
211,1806-07-31,,,978.2,1006.4,,1014.8,,1000.5,976.1,951.4,1008.5,,,,
212,1806-08-01,,,979.5,1005.0,,1016.3,,1001.0,975.0,951.1,1007.9,,,,
213,1806-08-02,,,977.2,999.4,,1014.1,,996.0,972.1,947.6,1004.2,,,,
214,1806-08-03,,,977.0,1003.0,,1010.5,,993.0,973.6,948.2,1005.2,,,,
215,1806-08-04,,950.1,974.5,1004.6,,1008.0,,993.0,974.6,947.4,1013.7,,,,
216,1806-08-05,,953.7,980.7,1008.6,,1009.0,,997.5,977.8,950.4,1020.9,,,,
217,1806-08-06,,952.3,980.0,1007.1,,1011.7,,997.5,976.7,950.9,1017.8,,,,
218,1806-08-07,,951.3,980.0,1007.9,,1012.9,,998.0,976.1,950.1,1017.1,,,,
219,1806-08-08,,950.2,979.0,1006.2,,1015.6,,999.0,976.6,949.4,1026.9,,,,
220,1806-08-09,,949.7,978.0,1004.6,,1015.3,,999.0,975.1,949.1,1025.5,,,,
221,1806-08-10,,950.1,979.2,1004.2,,1013.7,,997.5,974.1,949.1,1027.5,,,,
222,1806-08-11,,949.6,979.5,1004.4,,1013.0,,996.0,974.1,949.1,1026.6,,,,
223,1806-08-12,,948.6,977.5,1004.1,,1012.5,,996.0,974.1,947.1,1024.9,,,,
224,1806-08-13,,946.6,975.2,1001.9,,1010.4,,994.5,970.7,945.1,1023.7,,,,
225,1806-08-14,,948.4,977.2,1002.4,,1009.6,,996.0,971.5,946.9,1023.5,,,,
226,1806-08-15,,952.8,980.7,1006.7,,1012.7,,1000.5,975.0,949.9,1024.0,,,,
227,1806-08-16,,958.3,985.8,1015.1,,1020.5,,1006.5,982.5,957.0,1022.8,,,,
228,1806-08-17,,956.5,984.8,1014.0,,1023.0,,1005.7,982.6,955.4,1019.9,,,,
229,1806-08-18,,953.3,981.2,1009.6,,1021.3,,1005.0,979.1,952.6,1014.9,,,,
230,1806-08-19,,952.0,979.5,1008.0,,1020.7,,1003.5,977.8,952.1,1014.7,,,,
231,1806-08-20,,950.2,979.0,1005.2,,1019.4,,1002.0,974.9,950.1,1012.8,,,,
232,1806-08-21,,948.6,975.5,1003.5,,1017.2,,1000.5,974.0,949.4,1017.4,,,,
233,1806-08-22,,949.5,977.5,1004.5,,1015.7,,1002.0,971.5,950.1,1013.9,,,,
234,1806-08-23,,956.0,983.8,1012.1,,1019.1,,1003.5,980.1,954.4,1006.6,,,,
235,1806-08-24,,958.2,986.3,1014.5,,1022.9,,1000.5,981.8,956.5,1013.7,,,,
236,1806-08-25,,955.8,984.0,1013.1,,1020.8,,993.0,981.8,955.5,1016.6,,,,
237,1806-08-26,,948.0,975.5,1001.2,,1017.5,,999.0,973.3,950.3,1018.1,,,,
238,1806-08-27,,949.1,977.7,1003.3,,1013.7,,999.0,972.2,948.9,1017.8,,,,
239,1806-08-28,,945.6,973.5,1001.4,,1024.4,,997.5,971.1,945.1,1012.8,,,,
240,1806-08-29,,943.9,969.5,997.8,,1014.5,,999.0,967.8,944.9,1020.6,,,,
241,1806-08-30,,946.5,976.0,1002.5,,1012.2,,993.0,969.0,946.4,1022.1,,,,
242,1806-08-31,,944.6,972.2,1000.3,,1009.3,,993.0,967.8,942.9,1022.8,,,,
243,1806-09-01,,948.2,976.2,1004.3,,1009.2,,996.0,969.6,,1024.0,,,,
244,1806-09-02,,954.0,980.2,1009.6,,1013.7,,997.5,975.6,,1021.1,,,,
245,1806-09-03,,954.5,981.2,1011.3,,1016.4,,999.0,977.1,,1016.5,,,,
246,1806-09-04,,949.8,977.0,1005.4,,1017.4,,1000.5,972.1,,1016.3,,,,
247,1806-09-05,,953.3,981.2,1008.3,,1019.3,,1005.0,975.4,,1018.0,,,,
248,1806-09-06,,956.7,984.0,1011.7,,1024.1,,1008.0,978.8,,1014.0,,,,
249,1806-09-07,,955.7,983.7,1010.9,,1022.3,,1005.0,979.2,,1016.5,,,,
250,1806-09-08,,954.2,982.5,1009.0,,1020.0,,1003.5,976.1,,1022.5,,,,
251,1806-09-09,,948.7,977.5,1002.9,,1017.2,,1000.5,970.4,,1022.3,,,,
252,1806-09-10,,951.1,979.2,1006.4,,1014.0,,999.0,972.7,,1020.6,,,,
253,1806-09-11,,949.6,977.2,1003.3,,1013.1,,996.0,971.6,,1018.1,,,,
254,1806-09-12,,949.6,977.0,1001.2,,1007.8,,996.0,970.3,,1014.9,,,,
255,1806-09-13,,948.7,975.5,1003.6,,1014.2,,999.0,969.7,,1020.4,,,,
256,1806-09-14,,949.6,978.0,1006.9,,1016.8,,999.0,972.6,,1024.0,,,,
257,1806-09-15,,947.1,975.0,1003.1,,1005.8,,988.4,970.0,,1026.6,,,,
258,1806-09-16,,949.2,976.2,1004.6,,1009.9,,996.0,972.1,,1023.3,,,,
259,1806-09-17,,954.3,982.7,1010.4,,1014.7,,999.0,976.3,,1019.9,,,,
260,1806-09-18,,958.9,987.3,1015.8,,1016.8,,1003.0,982.7,,1020.6,,,,
261,1806-09-19,,961.2,988.8,1018.1,,1020.8,,1008.0,985.7,,1017.5,,,,
262,1806-09-20,,960.6,988.5,1018.3,,1026.7,,1012.0,986.7,,1018.2,,,,
263,1806-09-21,,959.8,987.5,1016.4,,1028.4,,1013.0,985.1,,1011.8,,,,
264,1806-09-22,,958.3,986.0,1013.5,,1027.1,,1011.0,983.6,,1017.6,,,,
265,1806-09-23,,955.0,983.0,1010.6,,1024.3,,1008.0,980.7,,1018.0,,,,
