Date,5905_WIEN,BAS_ta,BOL_ta,Gdansk 'Excel sheet by Rajmund Przybylak,Zurich
1807-01-01,-1.334344530496884,2.8564403602572614,-1.4877671932494374,0.2544679102114489,1.2246280293776302
1807-01-02,-1.2663486361934422,0.9160198389476741,-0.4136377495459713,0.626057421280257,-1.741178480915364
1807-01-03,0.8979266868562199,-0.5274618537271307,-1.2426509895528597,6.294791522055724,-1.6122584209968802
1807-01-04,0.35846241854992256,0.9259785575564259,-0.7748279193944485,0.06064987301160407,-1.7886065638247453
1807-01-05,-1.4847593546092668,2.2763252589208673,-1.1101886090083675,-1.0763870143977092,
1807-01-06,-0.13175543421214608,-0.07643664803273875,-0.9487521862065043,-0.7163377719702111,-0.6570307834435436
1807-01-07,2.4174584950284865,-1.8323211418161134,-0.6905368310147858,1.5407798307571678,-1.3490409194229196
1807-01-08,4.262867869919194,-2.1913412769172993,-0.035559770293406734,5.694948891766842,1.0538123265150172
1807-01-09,5.004459253095379,-3.1535091799376183,-0.5838372726391282,0.34615338156216247,-2.9484112214674356
1807-01-10,0.04222033699762062,-3.1188360460032296,-0.5353846435711472,2.294378147910803,-3.455641427070021
1807-01-11,1.076139947513675,-1.9873321354522981,-0.6902162210019283,3.139608920328535,-3.1677981499867833
1807-01-12,4.206208047285074,-2.159006770798808,-1.3483453709943996,4.881832314302107,-3.484791596895035
1807-01-13,5.432415738677346,2.6661316660261294,0.4902155161932842,3.7210358352499346,1.593477286295019
1807-01-14,-1.1452447335870293,3.9880757361546184,-0.9745449702257809,-1.4427921177805558,-0.8328836172780769
1807-01-15,-2.4267799801337224,0.8068189459832606,-0.04263725819061559,-2.3096622486800147,-3.1637580646345085
1807-01-16,-3.0121954649803473,5.322355749094724,0.5859292102934481,-1.9795843611097155,1.3009780425081776
1807-01-17,1.19850449608042,6.434681547899,-1.8888540180512092,0.6474326443994993,4.161456120191488
1807-01-18,0.8053167367579568,7.743792694993918,-0.26699440527301743,3.871380773081042,5.1178143341508875
1807-01-19,2.708239241200647,5.849686494244475,-1.148498419983081,3.292252938298344,0.47019700385822427
1807-01-20,1.407271144592407,4.752361201580643,0.06662846455897498,1.2100429636419179,1.6187539814339655
1807-01-21,-2.0975872665913986,2.2518160255134942,-0.5216182279353518,-1.375254415242948,-0.8363599916884426
1807-01-22,1.1936654453312583,5.148051127369396,-0.5132419754588444,-6.863643549098386,-0.39498594735708825
1807-01-23,-0.11896813117634508,2.941067621242281,0.09175474332062894,-3.8551278737664862,1.74303863052628
1807-01-24,-2.7354842576356675,0.4308675736639669,0.693370449793592,-1.349709909172589,-0.422120885784248
1807-01-25,-3.45587804665917,0.4174540029926346,0.6916046658465045,2.3526087414204206,-2.2902969694655475
1807-01-26,-2.7801434633965774,1.100830878519647,0.6864579140032467,0.4518273918865272,-2.4613206472389497
1807-01-27,-1.2082733273206827,-1.718996880705021,0.9779317172704907,2.647946273439627,-1.9350222107084605
1807-01-28,-1.8402593143521853,3.757976592671583,1.2660285986870203,0.7409665345651124,-2.411231927605511
1807-01-29,-2.8760919593229155,-4.868241887430853,-2.1492479194228657,3.33089024068001,-6.089780749621115
1807-01-30,-0.715760658776739,-11.09764456254225,-1.6678933164916907,0.7177203735217841,-7.570501013521412
1807-01-31,-3.6592536741072754,-4.530222731938004,-1.5899020750464792,2.9014608302660223,-6.653227132273239
1807-02-01,-5.8065581350315565,-7.60596675521365,-3.165267682341494,1.3821164223731557,-7.9377962729526725
1807-02-02,-2.457660043398535,-5.544866055137646,-1.3939826322854432,-0.640307125835295,-5.8240490182710065
1807-02-03,-3.8125442773313774,-2.8869091207813034,1.0739615723373466,-1.565803178870655,-4.311830008629324
1807-02-04,-1.1711945957022594,2.5679164890749027,-1.4614255826475466,-2.094364192040639,0.7990114382957851
1807-02-05,-0.6335936429383828,6.419624142259801,0.7998663743883563,-0.22598171368195086,3.4086207333273286
1807-02-06,3.1002770458422324,5.868228129255769,2.257848897777727,2.5393536123387452,3.0171374496962224
1807-02-07,-0.7695629606333032,3.9137436589699317,3.0125344211678877,2.301652043856179,-0.17530521227729534
1807-02-08,0.6569070044165422,4.356186854233622,2.863936353841509,1.1609247373710232,1.2314190727654841
1807-02-09,1.8797086997120962,6.495574747031357,3.5120690767485803,-2.082816255251494,3.937429288776112
1807-02-10,4.2988649694737235,5.731925273460816,2.256947938250859,3.970442009652072,2.1428366496277613
1807-02-11,3.514399736661849,7.065257268425247,4.898589249580035,2.920713363713134,4.34774421020894
1807-02-12,8.426337995897777,7.195590460059928,6.037010280010993,4.968012522438086,5.7522465190844105
1807-02-13,7.73470580606738,5.722945463894286,5.572229251751536,2.212355080853735,1.2564293143286962
1807-02-14,7.639530282609844,5.147343776751427,4.4042653345501535,4.053757508892488,3.960369263933015
1807-02-15,7.5408395894937925,2.8688077703868964,4.933138640023379,4.292237146518633,3.064133751975082
1807-02-16,4.938662930883096,4.387360684868498,6.258870215704441,5.127812198597162,3.5677807115241364
