folder,ID,Name,Lat,Lon,Alt,Vbl,Stat,Units,Source,Link,year_start,year_end,n_records,n_unique_years,filepath
Portarlington,ILMMT-Portarlington,Portarlington,53.15,-7.2,70.1,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1845,1864,5247,20,/scratch3/PALAEO-RA/daily_data/final/Portarlington/ILMMT_Portarlington_18451221-18640730_Tn_daily.tsv
Dublin,ILMMT-Dublin-DameStreet,Dublin,53.344,-6.263,10,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1849,1858,2999,10,/scratch3/PALAEO-RA/daily_data/final/Dublin/ILMMT_Dublin-DameStreet_18491203-18580401_Tn_daily.tsv
Morges,VD04_Morges,Morges,46.501,6.488,383,Tn,min,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1849,1854,1844,6,/scratch3/PALAEO-RA/daily_data/final/Morges/CHIMES_Morges_18491101-18541130_Tn_daily_qc.tsv
Athy,ILMMT-Athy,Athy,53,-6.967,61,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1852,517,3,/scratch3/PALAEO-RA/daily_data/final/Athy/ILMMT_Athy_18501201-18520430_Tn_daily_qc.tsv
Buncrana,ILMMT-Buncrana,Buncrana,55.133,-7.45,15,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1851,457,2,/scratch3/PALAEO-RA/daily_data/final/Buncrana/ILMMT_Buncrana_18501001-18511231_Tn_daily_qc.tsv
Castletownshend,ILMMT-Castletownshend,Castletownshend,51.55,-9.15,5.5,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1851,457,2,/scratch3/PALAEO-RA/daily_data/final/Castletownshend/ILMMT_Castletownshend_18501001-18511231_Tn_daily_qc.tsv
Courtown,ILMMT-Courtown,Courtown,52.65,-6.217,10.4,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1852,488,3,/scratch3/PALAEO-RA/daily_data/final/Courtown/ILMMT_Courtown_18501001-18520131_Tn_daily.tsv
DenHelder,KNMI-002_Den-Helder,Den-Helder,52.96,4.76,1,Tn,min,C,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1850,1905,20056,56,/scratch3/PALAEO-RA/daily_data/final/DenHelder/KNMI_DenHelder_18501201-19051231_Tn_daily_qc.tsv
Donaghadee,ILMMT-Donaghadee,Donaghadee,54.633,-5.55,4.9,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1852,578,3,/scratch3/PALAEO-RA/daily_data/final/Donaghadee/ILMMT_Donaghadee_18501001-18520430_Tn_daily_qc.tsv
DunmoreEast,ILMMT-DunmoreEast,DunmoreEast,52.133,-6.983,20.1,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1851,367,2,/scratch3/PALAEO-RA/daily_data/final/DunmoreEast/ILMMT_DunmoreEast_18501001-18511003_Tn_daily_qc.tsv
Galway,ILMMT-Galway,Galway,53.279,-9.06,5,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1968,35186,100,/scratch3/PALAEO-RA/daily_data/final/Galway/ILMMT_Galway_18501001-19681231_Tn_daily_qc.tsv
Killybegs,ILMMT-Killybegs,Killybegs,54.567,-8.45,6.1,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1851,263,2,/scratch3/PALAEO-RA/daily_data/final/Killybegs/ILMMT_Killybegs_18501001-18510621_Tn_daily.tsv
Kilrush,ILMMT-Kilrush,Kilrush,52.633,-9.5,5.8,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1851,241,2,/scratch3/PALAEO-RA/daily_data/final/Kilrush/ILMMT_Kilrush_18501001-18510630_Tn_daily.tsv
Markree,ILMMT-Markree,Markree,54.173,-8.457,38,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1968,35186,100,/scratch3/PALAEO-RA/daily_data/final/Markree/ILMMT_Markree_18501001-19681231_Tn_daily_qc.tsv
Portrush,ILMMT-Portrush,Portrush,55.2,-6.65,15.2,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1852,639,3,/scratch3/PALAEO-RA/daily_data/final/Portrush/ILMMT_Portrush_18501001-18520630_Tn_daily_qc.tsv
Scattery,ILMMT-Scattery,Scattery,52.617,-9.517,10,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1852,367,3,/scratch3/PALAEO-RA/daily_data/final/Scattery/ILMMT_Scattery_18501201-18520531_Tn_daily_qc.tsv
Utrecht,KNMI-155_Utrecht,Utrecht,52.09,5.12,5,Tn,min,C,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1850,1896,16824,47,/scratch3/PALAEO-RA/daily_data/final/Utrecht/KNMI_Utrecht_18501201-18961231_Tn_daily_qc.tsv
Valentia,ILMMT-Valentia_Island,Valentia_Island,51.925,-10.285,9,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1850,1892,7800,23,/scratch3/PALAEO-RA/daily_data/final/Valentia/ILMMT_Valentia_Island_18501019-18920311_Tn_daily_qc.tsv
Belfast,ILMMT-Belfast,Belfast,54.581,-5.939,18,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1851,1852,306,2,/scratch3/PALAEO-RA/daily_data/final/Belfast/ILMMT_Belfast_18510401-18520131_Tn_daily.tsv
Dublin,ILMMT-Dublin-RDO-Dunsink,Dublin,53.387,-6.338,64,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1851,1851,275,1,/scratch3/PALAEO-RA/daily_data/final/Dublin/ILMMT_Dublin-RDO-Dunsink_18510401-18511231_Tn_daily.tsv
Inishgort,ILMMT-Inishgort,Inishgort,53.833,-9.617,5.2,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1851,1852,362,2,/scratch3/PALAEO-RA/daily_data/final/Inishgort/ILMMT_Inishgort_18510401-18520531_Tn_daily_qc.tsv
Killough,ILMMT-Killough,Killough,54.217,-5.667,7,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1851,1854,517,3,/scratch3/PALAEO-RA/daily_data/final/Killough/ILMMT_Killough_18510101-18540731_Tn_daily.tsv
Zurich,GCOS_Zurich_Hornig,Zurich,47.371620,8.543980,418,Tn,min,C,PALAEO-RA,,1851,1852,190,2,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Hornig_18511024-18520430_Tn_subdaily_qc.tsv
Kuesnacht,Kuesnacht,Küsnacht,47.31701,8.58323,420,Tn,min,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,1776,5,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/GCOS_Kuesnacht_18520111-18561115_Tn_daily_qc.tsv
Maastricht,KNMI-007_Maastricht,Maastricht,50.85,5.69,49,Tn,min,C,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1852,1905,17847,49,/scratch3/PALAEO-RA/daily_data/final/Maastricht/KNMI_Maastricht_18520101-19051231_Tn_daily_qc.tsv
Uetliberg,ZH04_Uetliberg,Uetliberg,47.34974,8.49077,870,Tn,min,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1852,1863,4223,12,/scratch3/PALAEO-RA/daily_data/final/Uetliberg/CHIMES_Uetliberg_18520201-18630930_Tn_daily_qc.tsv
Einsiedeln,SZ01_Einsiedeln,Einsiedeln,47.12671,8.75194,906,Tn,min,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1857,1857,184,1,/scratch3/PALAEO-RA/daily_data/final/Einsiedeln/CHIMES_Einsiedeln_18570701-18571231_Tn_daily_qc.tsv
Turin,Turin,Turin,45.071,7.686,276,Tn,min,C,SMI,NA,1857,2009,55456,153,/scratch3/PALAEO-RA/daily_data/final/Turin/SMI_Turin_18570210-20091231_Tn_daily_qc.tsv
Zurich,Zurich_Bruegger,Zürich,47.371011,8.533664,420,Tn,min,C,GCOS,https://doi.org/10.1594/PANGAEA.948258,1860,1861,136,2,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Bruegger_18600701-18610331_Tn_daily_qc.tsv
Gais,AR02_Gais,Gais,47.363,9.454,920,Tn,min,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1861,1864,250,4,/scratch3/PALAEO-RA/daily_data/final/Gais/CHIMES_Gais_18610101-18640228_Tn_daily_qc.tsv
Winterthur,ZH03_Winterthur_Furrer,Winterthur,47.49922,8.72897,443,Tn,min,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1861,1864,1021,4,/scratch3/PALAEO-RA/daily_data/final/Winterthur/CHIMES_Winterthur_Furrer_18610101-18640225_Tn_daily_qc.tsv
Kilkenny,ILMMT-Kilkenny,Kilkenny,52.654,-7.245,60,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1862,1864,542,3,/scratch3/PALAEO-RA/daily_data/final/Kilkenny/ILMMT_Kilkenny_18621201-18640531_Tn_daily.tsv
Bern,Bern_Simler,Bern,46.951229,7.439075,574,Tn,min,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1863,1863,172,1,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Simler_18630601-18631130_Tn_daily_qc.tsv
Glendooen,ILMMT-Glendooen,Glendooen,54.95,-7.733,50,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1865,1870,1528,6,/scratch3/PALAEO-RA/daily_data/final/Glendooen/ILMMT_Glendooen_18650901-18700131_Tn_daily_qc.tsv
Dublin,ILMMT-Dublin-FitzwilliamSquare,Dublin,53.336,-6.252,15.8,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1871,1937,24379,67,/scratch3/PALAEO-RA/daily_data/final/Dublin/ILMMT_Dublin-FitzwilliamSquare_Moore_18710101-19370930_Tn_daily_qc.tsv
Aberdeen,DWRUK_ABERDEEN,Aberdeen Observatory,57.16413,-2.10082,20,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1162,4,/scratch3/PALAEO-RA/daily_data/final/Aberdeen/WRDv2-2_Aberdeen_18720114-18750331_Tn_daily_qc.tsv
Ardrossan,DWRUK_ARDROSSAN,Ardrossan,55.64029,-4.81653,2,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1169,4,/scratch3/PALAEO-RA/daily_data/final/Ardrossan/WDRv2.2_Ardrossan_18720114-18750331_Tn_daily.tsv
Biarritz,DWRUK_BIARRITZ,Biarritz,43.483484,-1.567955,39,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1103,4,/scratch3/PALAEO-RA/daily_data/final/Biarritz/WRDv2-2_Biarritz_18720114-18750331_Tn_daily.tsv
BirrCastle,ILMMT-BirrCastle,BirrCastle,53.095,-7.922,50,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1872,1911,14209,40,/scratch3/PALAEO-RA/daily_data/final/BirrCastle/ILMMT_BirrCastle_18720501-19110331_Tn_daily.tsv
Brest,DWRUK_BREST,Brest (St. Mathieu),48.329859,-4.770851,45,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1115,4,/scratch3/PALAEO-RA/daily_data/final/Brest/WRDv2-2_Brest_18720114-18750331_Tn_daily_qc.tsv
Cambridge,DWRUK_CAMBRIDGE,Cambridge Observatory,52.21687,0.09513,6,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,995,4,/scratch3/PALAEO-RA/daily_data/final/Cambridge/WRDv2-2_Cambridge_18720701-18750331_Tn_daily_qc.tsv
CapGrisNez,DWRUK_CAPGRISNEZ,Cap Gris Nez,50.87087,1.585211,12,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1129,4,/scratch3/PALAEO-RA/daily_data/final/CapGrisNez/WRDv2-2_Cap-Griz-Nez_18720114-18750331_Tn_daily_qc.tsv
Donaghadee,DWRUK_DONAGHADEE,Donaghadee,54.64,-5.53,9,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,990,4,/scratch3/PALAEO-RA/daily_data/final/Donaghadee/WRDv2-2_Donaghadee_18720705-18750331_Tn_daily.tsv
Dover,DWRUK_DOVER,Dover,51.11587,1.31076,39,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1162,4,/scratch3/PALAEO-RA/daily_data/final/Dover/WRDv2-2_Dover_18720114-18750331_Tn_daily.tsv
Holyhead,DWRUK_HOLYHEAD,Holyhead,53.315922,-4.634486,220,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1150,4,/scratch3/PALAEO-RA/daily_data/final/Holyhead/WRDv2-2_Holyhead_18720115-18750331_Tn_daily.tsv
Ile-d-Aix,DWRUK_ROCHEFORT,Rochefort (Ile de Aix),46.020193,-1.172830,0,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1101,4,/scratch3/PALAEO-RA/daily_data/final/Ile-d-Aix/WRDv2-2_Ile-d-Aix_18720114-18750331_Tn_daily.tsv
Kingstown,DWRUK_KINGSTOWN,Kingstown,53.29650,-6.13423,19,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,981,4,/scratch3/PALAEO-RA/daily_data/final/Kingstown/WRDv2-2_Kingstown_18720713-18750331_Tn_daily.tsv
Leith,DWRUK_LEITH,Leith Links,55.97082,-3.16255,294,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1165,4,/scratch3/PALAEO-RA/daily_data/final/Leith/WRDv2-2_Leith_18720114-18750331_Tn_daily.tsv
Liverpool,DWRUK_LIVERPOOL,Bidston Observatory,53.400735,-3.074226,30,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1140,4,/scratch3/PALAEO-RA/daily_data/final/Liverpool/WRDv2-2_Liverpool_18720114-18750331_Tn_daily.tsv
London,DWRUK_LONDON,London (Westminster),51.497665,-0.134093,42,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1172,4,/scratch3/PALAEO-RA/daily_data/final/London/WRDv2-2_London_18720114-18750331_Tn_daily.tsv
Lorient,DWRUK_LORIENT,Lorient (Grognon),47.652361,-3.502169,13,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1874,965,3,/scratch3/PALAEO-RA/daily_data/final/Lorient/WRDv2-2_Lorient_18720114-18741229_Tn_daily.tsv
Moville,DWRUK_MOVILLE,Moville,55.19165,-7.04260,40,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1167,4,/scratch3/PALAEO-RA/daily_data/final/Moville/WRDv2-2_Moville_18720114-18750331_Tn_daily.tsv
Nairn,DWRUK_NAIRN,Nairn,57.577607,-3.895321,18,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1149,4,/scratch3/PALAEO-RA/daily_data/final/Nairn/WRDv2-2_Nairn_18720114-18750331_Tn_daily.tsv
Nottingham,DWRUK_NOTTINGHAM,Nottingham,52.93741,-1.19700,51,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,985,4,/scratch3/PALAEO-RA/daily_data/final/Nottingham/WRDv2-2_Nottingham_18720701-18750331_Tn_daily.tsv
Oxford,DWRUK_OXFORD,Oxford,51.7612,-1.26399,63,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,987,4,/scratch3/PALAEO-RA/daily_data/final/Oxford/WRDv2-2_Oxford_18720702-18750331_Tn_daily.tsv
Paris,DWRUK_PARIS,Paris (Montsouris),48.821700,2.337810,60,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,747,4,/scratch3/PALAEO-RA/daily_data/final/Paris/WRDv2-2_Paris_18721017-18750131_Tn_daily.tsv
Pembrokeshire,DWRUK_PEMBROKE,St. Ann's Head,51.682,-5.176,13,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1161,4,/scratch3/PALAEO-RA/daily_data/final/Pembrokeshire/WRDv2-2_Pembroke_18720114-18750330_Tn_daily.tsv
Plymouth,DWRUK_PLYMOUTH,Plymouth,50.37322,-4.1319,53,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1165,4,/scratch3/PALAEO-RA/daily_data/final/Plymouth/WRDv2-2_Plymouth_18720114-18750331_Tn_daily.tsv
Portishead,DWRUK_PORTISHEAD,Portishead,51.488,-2.764,26,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,986,4,/scratch3/PALAEO-RA/daily_data/final/Portishead/WRDv2-2_Portishead_18720703-18750331_Tn_daily.tsv
Portsmouth,DWRUK_PORTSMOUTH,Portsmouth Navigation School,50.80017,-1.10543,28,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1873,712,2,/scratch3/PALAEO-RA/daily_data/final/Portsmouth/WRDv2-2_Portsmouth_18720114-18731231_Tn_daily.tsv
RochesPoint,ILMMT-RochesPoint,RochesPoint,51.795,-8.252,13.1,Tn,minimum,C,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1872,1920,17872,49,/scratch3/PALAEO-RA/daily_data/final/RochesPoint/ILMMT_RochesPoint_18720101-19201231_Tn_daily_qc.tsv
RochesPoint,DWRUK_ROCHESPOINT,Roches Point,51.793124,-8.254541,8,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1145,4,/scratch3/PALAEO-RA/daily_data/final/RochesPoint/WRDv2-2_Roches-Point_18720114-18750331_Tn_daily_qc.tsv
Scarborough,DWRUK_SCARBOROUGH,Scarborough,54.28091,-0.39832,35.05,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1159,4,/scratch3/PALAEO-RA/daily_data/final/Scarborough/WRDv2-2_Scarborough_18720114-18750331_Tn_daily.tsv
Scilly,DWRUK_SCILLY,St. Mary's Signal Station,49.912044,-6.322629,2,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1157,4,/scratch3/PALAEO-RA/daily_data/final/Scilly/WRDv2-2_Scilly_18720114-18750331_Tn_daily.tsv
Shields,DWRUK_SHIELDS,North Shields,55.01,-1.45,23,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1161,4,/scratch3/PALAEO-RA/daily_data/final/Shields/WRDv2-2_Shields_18720114-18750331_Tn_daily.tsv
Sumburgh,DWRUK_SUMBURGH,Sumburgh Head (Dunrossness),59.93410,-1.29033,4,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,256,4,/scratch3/PALAEO-RA/daily_data/final/Sumburgh/WRDv2-2_Sumburgh_18720115-18750108_Tn_daily.tsv
Thurso,DWRUK_THURSO,Thurso,58.59,-3.52,25,Tn,minimum,C,DWR_UKMO,DOI 10.5281/zenodo.5940391,1872,1875,1152,4,/scratch3/PALAEO-RA/daily_data/final/Thurso/WRDv2-2_Thurso_18720114-18750331_Tn_daily.tsv
