window,event,folder,ID,Name,Vbl,Source,Link,year_start,year_end,Lat,Lon
1860s spike,START,Kilkenny,ILMMT-Kilkenny,Kilkenny,Tx,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1862,1864,52.654,-7.245
1860s spike,END,Kilkenny,ILMMT-Kilkenny,Kilkenny,Tx,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1862,1864,52.654,-7.245
1860s spike,START,Kristiansund,DWRUK_CHRISTIANS,Christiansund,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,63.11,7.73
1860s spike,START,Kristiansund,DWRUK_CHRISTIANS,Christiansund,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,63.11,7.73
1860s spike,END,Kuesnacht,ZH08_Kuesnacht,Küsnacht,p,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1852,1856,47.31701,8.58323
1860s spike,END,Kuesnacht,Küsnacht,Küsnacht,dd,CHIMES,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,47.31701,8.58323
1860s spike,END,Kuesnacht,Küsnacht,Küsnacht,rh,CHIMES,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,47.31701,8.58323
1860s spike,END,Kuesnacht,Kuesnacht,Küsnacht,Tn,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,47.31701,8.58323
1860s spike,END,Kuesnacht,Kuesnacht,Küsnacht,Tx,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,47.31701,8.58323
1860s spike,END,Kuesnacht,Kuesnacht,Küsnacht,ta,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,47.31701,8.58323
1860s spike,START,LaCorunna,WMO-8001,Lacoruna,p,CRU,https://sites.uea.ac.uk/cru/,1865,2002,43.16,-8.5
1860s spike,START,LaCorunna,DWRUK_CORUNNA,Corunna,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1866,1875,43.35,-8.4
1860s spike,START,LaCorunna,DWRUK_CORUNNA,Corunna,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1866,1875,43.35,-8.4
1860s spike,START,Leipzig,GME00125218,LEIPZIG-HOLZHAUSEN,rr,GHCN-D,NA,1863,2019,51.3164,12.4475
1860s spike,START,Leith,DWRUK_LEITH,Leith Post Office,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,55.974339,-3.167152
1860s spike,START,Leith,DWRUK_LEITH,Leith Links,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,55.97082,-3.16255
1860s spike,START,Leith,DWRUK_LEITH,Leith Links,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,55.97082,-3.16255
1860s spike,START,Leith,DWRUK_LEITH,Leith Links,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1863,1875,55.97082,-3.16255
1860s spike,START,Lesina,WMO-13333,Lesina,p,CRU,https://sites.uea.ac.uk/cru/,1869,1881,43.53,16.3
1860s spike,START,Lisbon,LISBON,LISBON,p,EMULATE,DOI 10.5281/zenodo.5940391,1869,1881,38.7200,-9.1400
1860s spike,START,Lisbon,DWRUK_LISBON,Lisbon Observatory,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,38.71084,-9.187467
1860s spike,END,Lisbon,DWRUK_LISBON,Lisbon Observatory,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,38.71084,-9.187467
1860s spike,START,Lisbon,DWRUK_LISBON,Lisbon Observatory,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,38.71084,-9.187467
1860s spike,END,Lisbon,DWRUK_LISBON,Lisbon Observatory,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,38.71084,-9.187467
1860s spike,START,Liverpool,LIVERPOOL,LIVERPOOL,p,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,53.4000,-3.0800
1860s spike,START,Liverpool,DWRUK_LIVERPOOL,Bidston Observatory,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,53.400735,-3.074226
1860s spike,START,Liverpool,DWRUK_LIVERPOOL,Bidston Observatory,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,53.400735,-3.074226
1860s spike,START,Liverpool,DWRUK_LIVERPOOL,Bidston Observatory,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,53.400735,-3.074226
1860s spike,START,Liverpool,DWRUK_LIVERPOOL,Bidston Observatory,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,53.400735,-3.074226
1860s spike,START,London,29,DWR,p,Cornes,doi: 10.6084/m9.figshare.24242302.v1,1861,1902,51.502,-0.126
1860s spike,END,London,31,The Gentleman's Magazine (Cary et al.),p,Cornes,doi: 10.6084/m9.figshare.24242302.v1,1824,1865,51.51,-0.11
1860s spike,START,London,32,Royal Observatory Greenwich - Upper magnet room (Missing Fill),p,Cornes,doi: 10.6084/m9.figshare.24242302.v1,1857,1906,51.48,0
1860s spike,START,London,DWRUK_LONDON,London (Westminster),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,51.50133,-0.12583
1860s spike,END,London,DWRUK_LONDON,London (Westminster),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,51.50133,-0.12583
1860s spike,START,London,DWRUK_LONDON,London (Westminster),p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,51.50133,-0.12583
1860s spike,START,London,DWRUK_LONDON,London (Westminster),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,51.50133,-0.12583
1860s spike,START,London,DWRUK_LONDON,London (Westminster),rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,51.50133,-0.12583
1860s spike,START,Lorient,DWRUK_LORIENT,Lorient (Grognon),p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,47.652361,-3.502169
1860s spike,START,Lorient,DWRUK_LORIENT,Lorient (Grognon),rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,47.652361,-3.502169
1860s spike,START,Lorient,DWRUK_LORIENT,Lorient (Grognon),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,47.652361,-3.502169
1860s spike,START,Lorient,DWRUK_LORIENT,Lorient (Grognon),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,47.652361,-3.502169
1860s spike,START,Lugano,LUG,Lugano,p,"Pfister, L., Wilhelm, L., Brugnara, Y., Imfeld, N., & Brönnimann, S. (2024). Weather type reconstruction using machine learning approaches. EGUsphere, 2024, 1-33.",https://doi.org/10.5194/wcd-6-571-2025,1864,2020,46,8.97
1860s spike,END,Luhansk,Luhansk,Luhansk,p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1840,1869,48.566700,39.250000
1860s spike,END,Luhansk,Luhansk,Luhansk,ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1840,1869,48.566700,39.250000
1860s spike,START,Luhansk,Luhansk,Luhansk,p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1870,1880,48.566700,39.250000
1860s spike,START,Luhansk,Luhansk,Luhansk,ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1870,1880,48.566700,39.250000
1860s spike,END,Luzern,LU01_Luzern_Schwytzer,Luzern,p,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1844,1864,47.05242,8.30593
1860s spike,END,Luzern,LU01_Luzern_Schwytzer,Luzern,ta,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1844,1864,47.05242,8.30593
1860s spike,START,Lyon,LYONS,LYONS,p,EMULATE,DOI 10.5281/zenodo.5940391,1869,1881,45.7600,4.8400
1860s spike,START,Lyon,DWRUK_LYONS,Lyon (St. Genis-Laval),p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1873,45.693951,4.782808
1860s spike,START,Lyon,DWRUK_LYONS,Lyon (St. Genis-Laval),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,45.693951,4.782808
1860s spike,START,Maastricht,KNMI-007_Maastricht,Maastricht,p,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1865,1904,50.851368,5.690972
1860s spike,END,Marschlins,GR04_Marschlins,Schloss Marschlins,p,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1782,1865,46.96,9.58
1860s spike,START,Marschlins,GR04_Marschlins,Schloss Marschlins,ta,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1864,1871,46.96,9.58
1860s spike,START,Milan,ITE00100554,MILAN,rr,GHCN-D,NA,1858,2008,45.4717,9.1892
1860s spike,END,Milan,IMPROVE_Milan,Milan,p,IMPROVE,https://link.springer.com/book/10.1007/978-94-010-0371-1,1763,1862,45.47,9.19
1860s spike,END,Milan,IMPROVE_Milan,Milan,ta,IMPROVE,https://link.springer.com/book/10.1007/978-94-010-0371-1,1763,1862,45.47,9.19
1860s spike,START,MilfordHaven,DWRUK_MILFORD,Milford Haven,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,END,MilfordHaven,DWRUK_MILFORD,Milford Haven,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,START,MilfordHaven,DWRUK_MILFORD,Milford Haven,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,END,MilfordHaven,DWRUK_MILFORD,Milford Haven,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,START,MilfordHaven,DWRUK_MILFORD,Milford Haven,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,END,MilfordHaven,DWRUK_MILFORD,Milford Haven,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,START,MilfordHaven,DWRUK_MILFORD,Milford Haven,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,END,MilfordHaven,DWRUK_MILFORD,Milford Haven,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1862,51.71,-5.04
1860s spike,START,Nairn,NAIRN,NAIRN,p,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,57.5900,-3.8700
1860s spike,START,Nairn,DWRUK_NAIRN,Nairn,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,57.577607,-3.895321
1860s spike,START,Nairn,DWRUK_NAIRN,Nairn,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,57.577607,-3.895321
1860s spike,START,Nairn,DWRUK_NAIRN,Nairn,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,57.577607,-3.895321
1860s spike,START,Nairn,DWRUK_NAIRN,Nairn,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,57.577607,-3.895321
1860s spike,START,Odesa,Odesa,Odesa,p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1859,1869,46.433300,30.766700
1860s spike,END,Odesa,Odesa,Odesa,p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1859,1869,46.433300,30.766700
1860s spike,START,Odesa,Odesa,Odesa,ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1859,1869,46.433300,30.766700
1860s spike,END,Odesa,Odesa,Odesa,ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1859,1869,46.433300,30.766700
1860s spike,START,Odesa,Odesa,Odesa,ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1870,1880,46.433300,30.766700
1860s spike,START,Odesa,Odesa_horticulture,"Odesa, horticulture",p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1856,46.460000,30.680000
1860s spike,END,Odesa,Odesa_horticulture,"Odesa, horticulture",p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1856,46.460000,30.680000
1860s spike,START,Odesa,Odesa_horticulture,"Odesa, horticulture",ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1856,46.460000,30.680000
1860s spike,END,Odesa,Odesa_horticulture,"Odesa, horticulture",ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1856,46.460000,30.680000
1860s spike,START,Odesa,Odesa_horticulture,"Odesa, horticulture",p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1859,46.460000,30.680000
1860s spike,END,Odesa,Odesa_horticulture,"Odesa, horticulture",p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1859,46.460000,30.680000
1860s spike,START,Odesa,Odesa_horticulture,"Odesa, horticulture",ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1859,46.460000,30.680000
1860s spike,END,Odesa,Odesa_horticulture,"Odesa, horticulture",ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1856,1859,46.460000,30.680000
1860s spike,START,Odesa,Odesa_lighthouse,"Odesa, lighthouse",ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1865,1871,46.400000,30.750000
1860s spike,START,Odesa,Odesa_lighthouse,"Odesa, lighthouse",p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1867,1871,46.400000,30.750000
1860s spike,START,Oksoy,WMO-1448,Oksoy_Fyr,p,CRU,https://sites.uea.ac.uk/cru/,1870,2002,58.07,8.05
1860s spike,START,Oksoy,DWRUK_OXO,Oxo,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,58.073,8.053
1860s spike,START,Oksoy,DWRUK_OXO,Oxo,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,58.073,8.053
1860s spike,START,Osijek,TG_SOUID_105201,Osijek,ta,ECA&D,knmi-ecad-assets-prd.s3.amazonaws.com/download/ECA_nonblend_tg.zip,1858,2021,45.533056,18.633056
1860s spike,START,Paris,DWRUK_PARIS,Paris (Montsouris),ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,48.821700,2.337810
1860s spike,START,Pembrokeshire,PEMBROKE,PEMBROKE,p,EMULATE,DOI 10.5281/zenodo.5940391,1869,1871,51.6800,-5.1800
1860s spike,START,Pembrokeshire,DWRUK_PEMBROKE,St. Ann's Head,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,51.682,-5.176
1860s spike,START,Pembrokeshire,DWRUK_PEMBROKE,St. Ann's Head,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,51.682,-5.176
1860s spike,START,Pembrokeshire,DWRUK_PEMBROKE,St. Ann's Head,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,51.682,-5.176
1860s spike,START,Pembrokeshire,DWRUK_PEMBROKE,St. Ann's Head,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,51.682,-5.176
1860s spike,START,Penzance,PENZANCE,PENZANCE,p,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,50.1200,-5.5400
1860s spike,START,Penzance,DWRUK_PENZANCE,Penzance,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,50.11788,-5.53601
1860s spike,END,Penzance,DWRUK_PENZANCE,Penzance,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,50.11788,-5.53601
1860s spike,START,Penzance,DWRUK_PENZANCE,Penzance,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1871,50.11788,-5.53601
1860s spike,START,Penzance,DWRUK_PENZANCE,Penzance,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1871,50.11788,-5.53601
1860s spike,START,Penzance,DWRUK_PENZANCE,Penzance,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1871,50.11788,-5.53601
1860s spike,START,Pitea,TG_SOUID_137112,Pitea,ta,ECA&D,knmi-ecad-assets-prd.s3.amazonaws.com/download/ECA_nonblend_tg.zip,1859,2024,65.319722,21.49
1860s spike,START,Plymouth,PLYMOUTH,PLYMOUTH,p,EMULATE,DOI 10.5281/zenodo.5940391,1861,1881,50.3800,-4.1400
1860s spike,START,Plymouth,DWRUK_PLYMOUTH,Plymouth,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,50.36974,-4.13916
1860s spike,END,Plymouth,DWRUK_PLYMOUTH,Plymouth,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,50.36974,-4.13916
1860s spike,START,Plymouth,DWRUK_PLYMOUTH,Plymouth,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,50.36974,-4.13916
1860s spike,START,Plymouth,DWRUK_PLYMOUTH,Plymouth,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,50.36974,-4.13916
1860s spike,START,Plymouth,DWRUK_PLYMOUTH,Plymouth,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,50.36974,-4.13916
1860s spike,END,Poltava,Poltava,Poltava,p,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1847,1865,49.600000,34.550000
1860s spike,END,Poltava,Poltava,Poltava,ta,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1847,1865,49.600000,34.550000
1860s spike,END,Portarlington,ILMMT-Portarlington,Portarlington,Tn,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1845,1864,53.15,-7.2
1860s spike,END,Portarlington,ILMMT-Portarlington,Portarlington,Tx,"Mateus, C., Potito, A., & Curley, M. (2020). Reconstruction of a long‐term historical daily maximum and minimum air temperature network dataset for Ireland (1831‐1968). Geoscience Data Journal, 7(2), 102-115.",https://www.edepositireland.ie/entities/publication/7271837d-dbe6-463f-b103-422f42a15446,1845,1864,53.15,-7.2
1860s spike,START,Portland,DWRUK_PORTLAND,Portland Bill,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,END,Portland,DWRUK_PORTLAND,Portland Bill,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,START,Portland,DWRUK_PORTLAND,Portland Bill,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,END,Portland,DWRUK_PORTLAND,Portland Bill,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,START,Portland,DWRUK_PORTLAND,Portland Bill,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,END,Portland,DWRUK_PORTLAND,Portland Bill,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,START,Portland,DWRUK_PORTLAND,Portland Bill,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,END,Portland,DWRUK_PORTLAND,Portland Bill,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1862,50.522280,-2.456419
1860s spike,START,Portrush,DWRUK_PORTRUSH,Portrush,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,55.21,-6.65
1860s spike,END,Portrush,DWRUK_PORTRUSH,Portrush,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,55.21,-6.65
1860s spike,START,Portrush,DWRUK_PORTRUSH,Portrush,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,55.21,-6.65
1860s spike,END,Portrush,DWRUK_PORTRUSH,Portrush,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,55.21,-6.65
1860s spike,START,Portrush,DWRUK_PORTRUSH,Portrush,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,55.21,-6.65
1860s spike,END,Portrush,DWRUK_PORTRUSH,Portrush,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,55.21,-6.65
1860s spike,START,Portrush,DWRUK_PORTRUSH,Portrush,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1863,55.21,-6.65
1860s spike,END,Portrush,DWRUK_PORTRUSH,Portrush,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1863,55.21,-6.65
1860s spike,START,Portsmouth,PORTSMOUTH,PORTSMOUTH,p,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,50.8200,-1.0900
1860s spike,START,Portsmouth,DWRUK_PORTSMOUTH,Portsmouth,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,50.79840,-1.10657
1860s spike,END,Portsmouth,DWRUK_PORTSMOUTH,Portsmouth,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1863,50.79840,-1.10657
1860s spike,START,Portsmouth,DWRUK_PORTSMOUTH,Portsmouth,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1873,50.79840,-1.10657
1860s spike,START,Portsmouth,DWRUK_PORTSMOUTH,Portsmouth,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1873,50.79840,-1.10657
1860s spike,START,Portsmouth,DWRUK_PORTSMOUTH,Portsmouth,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1873,50.79840,-1.10657
1860s spike,START,Putten,NLE00101991,PUTTEN (GLD),rr,GHCN-D,NA,1867,2019,52.25,5.6167
1860s spike,START,RochesPoint,DWRUK_ROCHESPOINT,Roches Point,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,51.793124,-8.254541
1860s spike,START,RochesPoint,DWRUK_ROCHESPOINT,Roches Point,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,51.793124,-8.254541
1860s spike,START,RochesPoint,DWRUK_ROCHESPOINT,Roches Point,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,51.793124,-8.254541
1860s spike,START,Roermond,NLE00100510,ROERMOND,rr,GHCN-D,NA,1869,2019,51.1831,5.9667
1860s spike,START,Rome,ROME,ROME,p,EMULATE,DOI 10.5281/zenodo.5940391,1869,1881,41.9000,12.5000
1860s spike,START,Rovereto,Europe_Rovereto_3,Rovereto,p,PALAEO-RA,,1860,1868,45.9,11.05
1860s spike,END,Rovereto,Europe_Rovereto_3,Rovereto,p,PALAEO-RA,,1860,1868,45.9,11.05
1860s spike,START,Rovereto,Europe_Rovereto_3,Rovereto,ta,PALAEO-RA,,1860,1868,45.9,11.05
1860s spike,END,Rovereto,Europe_Rovereto_3,Rovereto,ta,PALAEO-RA,,1860,1868,45.9,11.05
1860s spike,START,Saanen,BE07_Saanen,Saanen,p,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1860,1862,46.49,7.26
1860s spike,END,Saanen,BE07_Saanen,Saanen,p,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1860,1862,46.49,7.26
1860s spike,START,Saanen,BE07_Saanen,Saanen,ta,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1860,1862,46.49,7.26
1860s spike,END,Saanen,BE07_Saanen,Saanen,ta,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1860,1862,46.49,7.26
1860s spike,START,Scarborough,SCARBOROUGH,SCARBOROUGH,p,EMULATE,DOI 10.5281/zenodo.5940391,1868,1871,54.2800,-0.4000
1860s spike,START,Scarborough,DWRUK_SCARBOROUGH,Scarborough,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,54.28091,-0.39832
1860s spike,START,Scarborough,DWRUK_SCARBOROUGH,Scarborough,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,54.28091,-0.39832
1860s spike,START,Scarborough,DWRUK_SCARBOROUGH,Scarborough,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,54.28091,-0.39832
1860s spike,START,Scarborough,DWRUK_SCARBOROUGH,Scarborough,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,54.28091,-0.39832
1860s spike,START,Shields,DWRUK_SHIELDS,North Shields,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,55.01,-1.45
1860s spike,START,Shields,DWRUK_SHIELDS,North Shields,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,55.01,-1.45
1860s spike,START,Shields,DWRUK_SHIELDS,North Shields,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1861,1875,55.01,-1.45
1860s spike,START,Shields,DWRUK_SHIELDS,North Shields,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1862,1875,55.01,-1.45
1860s spike,START,Skudenes,DWRUK_SKUDESNAES,Skudesnaes,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1866,1875,59.15,5.25
1860s spike,START,Skudenes,DWRUK_SKUDESNAES,Skudesnaes,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1866,1875,59.15,5.25
1860s spike,START,Stensele,TG_SOUID_137076,Stensele,ta,ECA&D,knmi-ecad-assets-prd.s3.amazonaws.com/download/ECA_nonblend_tg.zip,1860,2004,65.066667,17.166389
1860s spike,START,Strasbourg,DWRUK_STRASBOURG,Strasbourg,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1870,48.58,7.77
1860s spike,END,Strasbourg,DWRUK_STRASBOURG,Strasbourg,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1870,48.58,7.77
1860s spike,START,Strasbourg,DWRUK_STRASBOURG,Strasbourg,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1869,1870,48.58,7.77
1860s spike,END,Strasbourg,DWRUK_STRASBOURG,Strasbourg,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1869,1870,48.58,7.77
1860s spike,START,Tallinn,ENE00175051,TALLINN,rr,GHCN-D,NA,1870,2015,59.3981,24.6028
1860s spike,START,Tartu,ENE00175063,TARTU,rr,GHCN-D,NA,1865,1996,58.3,26.7331
1860s spike,START,Tenerife,TENERIFE,TENERIFE,p,EMULATE,DOI 10.5281/zenodo.5940391,1856,1857,28.2900,-16.6300
1860s spike,END,Tenerife,TENERIFE,TENERIFE,p,EMULATE,DOI 10.5281/zenodo.5940391,1856,1857,28.2900,-16.6300
1860s spike,START,Thurso,DWRUK_THURSO,Thurso,p,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,58.59,-3.52
1860s spike,START,Thurso,DWRUK_THURSO,Thurso,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,58.59,-3.52
1860s spike,START,Thurso,DWRUK_THURSO,Thurso,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1870,1875,58.59,-3.52
1860s spike,START,Toulon,TOULON,TOULON,p,EMULATE,DOI 10.5281/zenodo.5940391,1868,1881,43.1200,5.9300
1860s spike,START,Toulon,DWRUK_TOULON,Toulon,rr,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,43.05253,5.85574
1860s spike,START,Toulon,DWRUK_TOULON,Toulon,ta,DWR_UKMO,DOI 10.5281/zenodo.5940391,1868,1875,43.05240,5.85483
