station_source,variable,folder,start,end,span_days,span_years,covered_days,n_files,n_blocks,max_gap_days,blocks,file_list
GCOS_Basel_Fuerstenberger,p,Basel,1826-04-01,1832-12-31,2467,6.75,2452,3,3,10,1826-04-01..1827-12-31; 1828-01-06..1828-10-12; 1828-10-23..1832-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18260401-18271231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18280106-18281012_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18281023-18321231_p_subdaily_qc.tsv
GCOS_Basel_Fuerstenberger,ta,Basel,1826-04-01,1832-12-31,2467,6.75,2452,5,3,10,1826-04-01..1827-12-31; 1828-01-06..1828-10-12; 1828-10-23..1832-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18260401-18271229_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18260401-18271231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18280106-18281012_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18280106-18281012_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18281023-18321231_ta_subdaily_qc.tsv
GCOS_Basel_Huber,p,Basel,1789-01-01,1829-10-24,14906,40.81,14906,2,1,0,1789-01-01..1829-10-24,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_17890101-18020510_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_18020511-18291024_p_subdaily_qc.tsv
GCOS_Basel_Huber,ta,Basel,1789-01-01,1829-10-24,14906,40.81,14906,6,1,0,1789-01-01..1829-10-24,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_17890101-18020510_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_17890101-18020510_ta_unten_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_17890117-18010101_ta_oben_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_18020511-18291018_ta_hinten_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_18020511-18291024_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_18020511-18291024_ta_vorne_subdaily_qc.tsv
GCOS_Basel_Kaufmann,p,Basel,1862-06-01,1863-10-12,499,1.37,499,1,1,0,1862-06-01..1863-10-12,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Kaufmann_18620601-18631012_p_subdaily_qc.tsv
GCOS_Basel_Kaufmann,ta,Basel,1862-06-01,1863-10-12,499,1.37,499,1,1,0,1862-06-01..1863-10-12,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Kaufmann_18620601-18631012_ta_subdaily_qc.tsv
GCOS_Basel_Merian,Tn,Basel,1828-10-24,1863-12-31,12852,35.19,12852,3,1,0,1828-10-24..1863-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18281024-18331023_Tn_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18331024-18370919_Tn_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18370920-18631231_Tn_daily_qc.tsv
GCOS_Basel_Merian,Tx,Basel,1828-10-24,1863-12-31,12852,35.19,12852,3,1,0,1828-10-24..1863-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18281024-18331023_Tx_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18331024-18370919_Tx_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18370920-18631231_Tx_daily_qc.tsv
GCOS_Basel_Merian,p,Basel,1828-01-01,1863-12-31,13149,36.00,13149,3,1,0,1828-01-01..1863-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18280101-18331031_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18331101-18370930_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18371001-18631231_p_subdaily_qc.tsv
GCOS_Basel_Merian,rh,Basel,1828-01-01,1836-11-15,3242,8.88,3242,2,1,0,1828-01-01..1836-11-15,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18280101-18331023_rh_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18331023-18361115_rh_subdaily_qc.tsv
GCOS_Basel_Merian,ta,Basel,1828-01-01,1863-12-31,13149,36.00,13149,3,1,0,1828-01-01..1863-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18280101-18331023_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18331023-18370919_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18370919-18631231_ta_subdaily_qc.tsv
GCOS_Basel_Merian,tb,Basel,1833-08-01,1858-05-01,9040,24.75,8836,3,2,204,1833-08-01..1837-07-11; 1838-02-01..1858-05-01,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18330801-18331023_tb_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18331023-18370711_tb_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18380201-18580501_tb_subdaily_qc.tsv
GCOS_Basel_Ryhiner,p,Basel,1766-01-01,1772-12-31,2557,7.00,2557,1,1,0,1766-01-01..1772-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Ryhiner_17660101-17721231_p_subdaily_qc.tsv
GCOS_Basel_Ryhiner,ta,Basel,1766-01-01,1772-12-31,2557,7.00,2557,1,1,0,1766-01-01..1772-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Ryhiner_17660101-17721231_ta_subdaily_qc.tsv
GCOS_Basel_Schneider,p,Basel,1838-06-01,1846-09-09,3023,8.28,3023,1,1,0,1838-06-01..1846-09-09,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Schneider_18380601-18460909_p_subdaily_qc.tsv
GCOS_Basel_Schneider,ta,Basel,1838-06-01,1846-09-09,3023,8.28,3023,1,1,0,1838-06-01..1846-09-09,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Schneider_18380601-18460909_ta_subdaily_qc.tsv
GCOS_Basel_Socin,p,Basel,1783-06-16,1796-12-31,4948,13.55,4948,1,1,0,1783-06-16..1796-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Socin_17830616-17961231_p_subdaily_qc.tsv
GCOS_Basel_Socin,ta,Basel,1783-06-16,1796-12-31,4948,13.55,4948,1,1,0,1783-06-16..1796-12-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Socin_17830616-17961231_ta_subdaily_qc.tsv
GCOS_Basel_Wolleb,p,Basel,1777-04-05,1785-05-31,2979,8.16,2979,1,1,0,1777-04-05..1785-05-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Wolleb_17770405-17850531_p_subdaily_qc.tsv
GCOS_Basel_Wolleb,ta,Basel,1777-04-05,1785-05-31,2979,8.16,2979,1,1,0,1777-04-05..1785-05-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Wolleb_17770405-17850531_ta_subdaily_qc.tsv
GCOS_Basel_Zwinger,p,Basel,1755-01-01,1755-05-31,151,0.41,151,1,1,0,1755-01-01..1755-05-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Zwinger_17550101-17550531_p_subdaily_qc.tsv
GCOS_Basel_Zwinger,ta,Basel,1755-01-01,1755-05-31,151,0.41,151,1,1,0,1755-01-01..1755-05-31,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Zwinger_17550101-17550531_ta_subdaily_qc.tsv
GCOS_Basel_dAnnone,p,Basel,1755-06-01,1804-09-16,18005,49.30,18005,1,1,0,1755-06-01..1804-09-16,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_dAnnone_17550601-18040916_p_subdaily_qc.tsv
GCOS_Basel_dAnnone,ta,Basel,1755-06-01,1804-09-16,18005,49.30,18005,1,1,0,1755-06-01..1804-09-16,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_dAnnone_17550601-18040916_ta_subdaily_qc.tsv
GCOS_Bern_Benoit,p,Bern,1837-10-01,1853-04-15,5676,15.54,5676,1,1,0,1837-10-01..1853-04-15,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Benoit_18371001-18530415_p_subdaily_qc.tsv
GCOS_Bern_Benoit,ta,Bern,1837-10-01,1853-04-15,5676,15.54,5676,1,1,0,1837-10-01..1853-04-15,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Benoit_18371001-18530415_ta_subdaily_qc.tsv
GCOS_Bern_Fueter,p,Bern,1805-03-15,1833-11-21,10479,28.69,9565,2,2,914,1805-03-15..1816-06-30; 1819-01-01..1833-11-21,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Fueter_18050315-18160630_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Fueter_18190101-18331121_p_subdaily_qc.tsv
GCOS_Bern_Fueter,ta,Bern,1803-12-10,1833-11-21,10940,29.95,6497,2,2,4443,1803-12-10..1806-11-01; 1819-01-01..1833-11-21,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Fueter_18031210-18061101_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Fueter_18190101-18331121_ta_subdaily_qc.tsv
GCOS_Bern_Koch,p,Bern,1855-12-01,1860-06-30,1674,4.58,1674,1,1,0,1855-12-01..1860-06-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Koch_18551201-18600630_p_subdaily_qc.tsv
GCOS_Bern_Koch,ta,Bern,1855-12-01,1860-06-30,1674,4.58,1674,1,1,0,1855-12-01..1860-06-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Koch_18551201-18600630_ta_subdaily_qc.tsv
GCOS_Bern_Lombach,p,Bern,1777-01-01,1789-12-31,4748,13.00,4748,2,1,0,1777-01-01..1789-12-31,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Lombach_17770101-17850531_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Lombach_17850601-17891231_p_subdaily_qc.tsv
GCOS_Bern_Lombach,ta,Bern,1777-01-01,1789-12-31,4748,13.00,4748,2,1,0,1777-01-01..1789-12-31,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Lombach_17770101-17850531_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Lombach_17850601-17891231_ta_subdaily_qc.tsv
GCOS_Bern_Observatory,rr,Bern,1863-06-01,1863-11-30,183,0.50,183,1,1,0,1863-06-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Observatory_18630601-18631130_rr_subdaily_qc.tsv
GCOS_Bern_Reinhard,p,Bern,1860-11-01,1863-11-30,1125,3.08,1125,1,1,0,1860-11-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Reinhard_18601101-18631130_p_subdaily_qc.tsv
GCOS_Bern_Reinhard,ta,Bern,1860-11-01,1863-11-30,1125,3.08,1125,1,1,0,1860-11-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Reinhard_18601101-18631130_ta_subdaily_qc.tsv
GCOS_Bern_Simler,Tn,Bern,1863-06-01,1863-11-30,183,0.50,183,1,1,0,1863-06-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Simler_18630601-18631130_Tn_daily_qc.tsv
GCOS_Bern_Simler,Tx,Bern,1863-06-01,1863-11-30,183,0.50,183,1,1,0,1863-06-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Simler_18630601-18631130_Tx_daily_qc.tsv
GCOS_Bern_Simler,p,Bern,1863-06-01,1863-11-30,183,0.50,183,1,1,0,1863-06-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Simler_18630601-18631130_p_subdaily_qc.tsv
GCOS_Bern_Simler,ta,Bern,1863-06-01,1863-11-30,183,0.50,183,1,1,0,1863-06-01..1863-11-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Simler_18630601-18631130_ta_subdaily_qc.tsv
GCOS_Bern_Studer,p,Bern,1779-12-20,1827-07-09,17368,47.55,14758,8,3,2594,1779-12-20..1789-11-30; 1797-01-07..1803-10-17; 1803-11-03..1827-07-09,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17791220-17891130_p_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17791220-17891130_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17880411-17891116_p_ter_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17970107-18011113_p_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17970107-18011113_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18011114-18031017_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18031103-18270709_p_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18031103-18270709_p_subdaily_qc.tsv
GCOS_Bern_Studer,ta,Bern,1779-12-20,1827-07-09,17368,47.55,14758,9,3,2594,1779-12-20..1789-11-30; 1797-01-07..1803-10-17; 1803-11-03..1827-07-09,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17791220-17891130_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17850611-17890829_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17880411-17880504_ta_ter_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17970107-18011113_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17970107-18011113_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18011114-18031017_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18011114-18031017_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18031103-18270709_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_18031103-18270709_ta_subdaily_qc.tsv
GCOS_Bern_Tavel,p,Bern,1760-01-01,1766-06-30,2373,6.50,2373,1,1,0,1760-01-01..1766-06-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Tavel_17600101-17660630_p_subdaily_qc.tsv
GCOS_Bern_Tavel,ta,Bern,1760-01-01,1766-06-30,2373,6.50,2373,1,1,0,1760-01-01..1766-06-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Tavel_17600101-17660630_ta_subdaily_qc.tsv
GCOS_Bern_Trechsel,p,Bern,1826-04-01,1849-09-30,8584,23.50,8219,2,2,365,1826-04-01..1846-12-31; 1848-01-01..1849-09-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Trechsel_18260401-18461231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Trechsel_18480101-18490930_p_subdaily_qc.tsv
GCOS_Bern_Trechsel,ta,Bern,1826-04-01,1849-09-30,8584,23.50,8219,2,2,365,1826-04-01..1846-12-31; 1848-01-01..1849-09-30,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Trechsel_18260401-18461231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Trechsel_18480101-18490930_ta_subdaily_qc.tsv
GCOS_Bern_Wolf,p,Bern,1851-05-01,1855-05-26,1487,4.07,1487,1,1,0,1851-05-01..1855-05-26,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Wolf_18510501-18550526_p_subdaily_qc.tsv
GCOS_Bern_Wolf,ta,Bern,1851-05-01,1855-05-26,1487,4.07,1487,1,1,0,1851-05-01..1855-05-26,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Wolf_18510501-18550526_ta_subdaily_qc.tsv
GCOS_Bueren,p,BuerenAnDerAare,1789-12-20,1797-01-06,2575,7.05,2575,2,1,0,1789-12-20..1797-01-06,/scratch3/PALAEO-RA/daily_data/final/BuerenAnDerAare/GCOS_Bueren_17891220-17970106_p_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/BuerenAnDerAare/GCOS_Bueren_17891220-17970106_p_subdaily_qc.tsv
GCOS_Bueren,ta,BuerenAnDerAare,1789-12-20,1797-01-06,2575,7.05,2575,2,1,0,1789-12-20..1797-01-06,/scratch3/PALAEO-RA/daily_data/final/BuerenAnDerAare/GCOS_Bueren_17891220-17970106_ta_bis_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/BuerenAnDerAare/GCOS_Bueren_17891220-17970106_ta_subdaily_qc.tsv
GCOS_Burgdorf,p,Burgdorf,1857-01-01,1864-12-31,2922,8.00,2922,1,1,0,1857-01-01..1864-12-31,/scratch3/PALAEO-RA/daily_data/final/Burgdorf/GCOS_Burgdorf_18570101-18641231_p_subdaily_qc.tsv
GCOS_Burgdorf,ta,Burgdorf,1851-05-01,1864-12-31,4994,13.67,4994,1,1,0,1851-05-01..1864-12-31,/scratch3/PALAEO-RA/daily_data/final/Burgdorf/GCOS_Burgdorf_18510501-18641231_ta_subdaily_qc.tsv
GCOS_Geneva_Deluc,p,Geneva,1767-01-10,1801-01-01,12410,33.98,12410,1,1,0,1767-01-10..1801-01-01,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Deluc_17670110-18010101_p_subdaily_qc.tsv
GCOS_Geneva_Deluc,ta,Geneva,1767-01-10,1800-12-31,12409,33.97,12409,1,1,0,1767-01-10..1800-12-31,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Deluc_17670110-18001231_ta_subdaily_qc.tsv
GCOS_Geneva_JdG,p,Geneva,1787-07-26,1791-07-27,1463,4.01,1463,1,1,0,1787-07-26..1791-07-27,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_JdG_17870726-17910727_p_subdaily_qc.tsv
GCOS_Geneva_JdG,ta,Geneva,1787-07-26,1791-07-27,1463,4.01,1463,1,1,0,1787-07-26..1791-07-27,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_JdG_17870726-17910727_ta_subdaily_qc.tsv
GCOS_Geneva_Lubieres,p,Geneva,1760-01-01,1769-12-31,3653,10.00,3653,2,1,0,1760-01-01..1769-12-31,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Lubieres_17600101-17691231_p_winter_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Lubieres_17600501-17690930_p_summer_subdaily_qc.tsv
GCOS_Geneva_Lubieres,ta,Geneva,1760-01-01,1769-12-31,3653,10.00,3653,2,1,0,1760-01-01..1769-12-31,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Lubieres_17600101-17691231_ta_winter_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Lubieres_17600501-17690930_ta_summer_subdaily_qc.tsv
GCOS_Geneva_Mallet,p,Geneva,1786-03-06,1786-05-18,74,0.20,74,1,1,0,1786-03-06..1786-05-18,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Mallet_17860306-17860518_p_subdaily_qc.tsv
GCOS_Geneva_Mallet,rr,Geneva,1786-03-01,1786-05-19,80,0.22,80,1,1,0,1786-03-01..1786-05-19,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Mallet_17860301-17860519_rr_daily_qc.tsv
GCOS_Geneva_Mallet,ta,Geneva,1786-03-06,1786-05-19,75,0.21,75,1,1,0,1786-03-06..1786-05-19,/scratch3/PALAEO-RA/daily_data/final/Geneva/GCOS_Geneva_Mallet_17860306-17860519_ta_subdaily_qc.tsv
GCOS_Kuesnacht,Tn,Kuesnacht,1852-01-11,1856-11-15,1771,4.85,1771,1,1,0,1852-01-11..1856-11-15,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/GCOS_Kuesnacht_18520111-18561115_Tn_daily_qc.tsv
GCOS_Kuesnacht,Tx,Kuesnacht,1852-01-11,1856-11-15,1771,4.85,1771,1,1,0,1852-01-11..1856-11-15,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/GCOS_Kuesnacht_18520111-18561115_Tx_daily_qc.tsv
GCOS_Kuesnacht,ta,Kuesnacht,1852-01-11,1856-11-15,1771,4.85,1771,1,1,0,1852-01-11..1856-11-15,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/GCOS_Kuesnacht_18520111-18561115_ta_subdaily_qc.tsv
GCOS_Sutz,p,Sutz,1785-01-01,1802-12-31,6573,18.00,6573,1,1,0,1785-01-01..1802-12-31,/scratch3/PALAEO-RA/daily_data/final/Sutz/GCOS_Sutz_17850101-18021231_p_subdaily_qc.tsv
GCOS_Sutz,ta,Sutz,1785-01-01,1802-12-31,6573,18.00,6573,1,1,0,1785-01-01..1802-12-31,/scratch3/PALAEO-RA/daily_data/final/Sutz/GCOS_Sutz_17850101-18021231_ta_subdaily_qc.tsv
GCOS_Winterthur,ta,Winterthur,1857-11-01,1867-02-28,3407,9.33,3407,1,1,0,1857-11-01..1867-02-28,/scratch3/PALAEO-RA/daily_data/final/Winterthur/GCOS_Winterthur_18571101-18670228_ta_subdaily_qc.tsv
GCOS_Zurich_Bruegger,Tn,Zurich,1860-07-01,1861-03-31,274,0.75,274,1,1,0,1860-07-01..1861-03-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Bruegger_18600701-18610331_Tn_daily_qc.tsv
GCOS_Zurich_Bruegger,Tx,Zurich,1860-07-01,1861-03-31,274,0.75,274,1,1,0,1860-07-01..1861-03-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Bruegger_18600701-18610331_Tx_daily_qc.tsv
GCOS_Zurich_Bruegger,ta,Zurich,1860-07-01,1866-04-14,2114,5.79,2114,1,1,0,1860-07-01..1866-04-14,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Bruegger_18600701-18660414_ta_subdaily_qc.tsv
GCOS_Zurich_Hirzel,ta,Zurich,1761-01-01,1786-12-31,9496,26.00,9496,1,1,0,1761-01-01..1786-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Hirzel_17610101-17861231_ta_subdaily_qc.tsv
GCOS_Zurich_Meyer,ta,Zurich,1759-06-01,1764-12-31,2041,5.59,2041,1,1,0,1759-06-01..1764-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Meyer_17590601-17641231_ta_daily_qc.tsv
GCOS_Zurich_NGZ,Tn,Zurich,1836-01-01,1852-12-31,6210,17.00,6210,2,1,0,1836-01-01..1852-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18360101-18421031_Tn_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18421101-18521231_Tn_daily_qc.tsv
GCOS_Zurich_NGZ,Tx,Zurich,1836-01-01,1852-12-31,6210,17.00,6210,2,1,0,1836-01-01..1852-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18360101-18421031_Tx_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18421101-18521231_Tx_daily_qc.tsv
GCOS_Zurich_NGZ,p,Zurich,1836-01-01,1852-12-31,6210,17.00,6210,2,1,0,1836-01-01..1852-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18360101-18421031_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18421101-18521231_p_subdaily_qc.tsv
GCOS_Zurich_NGZ,rr,Zurich,1836-01-01,1852-12-31,6210,17.00,6210,1,1,0,1836-01-01..1852-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18360101-18521231_rr_daily_qc.tsv
GCOS_Zurich_NGZ,ta,Zurich,1836-01-01,1852-12-31,6210,17.00,6210,3,1,0,1836-01-01..1852-12-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18360101-18421031_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18421101-18521231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_NGZ_18490101-18511231_ta_daily_qc.tsv
GCOS_Zurich_Ott,ta,Zurich,1756-07-13,1769-06-20,4726,12.94,4726,1,1,0,1756-07-13..1769-06-20,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Ott_17560713-17690620_ta_subdaily_qc.tsv
GCOS_Zurich_SNG,p,Zurich,1830-06-14,1832-03-31,657,1.80,657,3,1,0,1830-06-14..1832-03-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_SNG_18300614-18300919_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_SNG_18300920-18310223_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_SNG_18310224-18320331_p_subdaily_qc.tsv
