station_source,variable,folder,start,end,span_days,span_years,covered_days,n_files,n_blocks,max_gap_days,blocks,file_list
GCOS_Zurich_SNG,ta,Zurich,1830-06-14,1832-03-31,657,1.80,657,3,1,0,1830-06-14..1832-03-31,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_SNG_18300614-18300919_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_SNG_18300920-18310223_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_SNG_18310224-18320331_ta_subdaily_qc.tsv
GCOS_Zurich_Scheuchzer,p,Zurich,1708-01-01,1733-06-20,9303,25.47,9303,1,1,0,1708-01-01..1733-06-20,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Scheuchzer_17080101-17330620_p_subdaily_qc.tsv
GCOS_Zurich_Unknown,ta,Zurich,1761-01-01,1761-07-29,210,0.57,210,1,1,0,1761-01-01..1761-07-29,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Unknown_17610101-17610729_ta_subdaily_qc.tsv
GCOS_Zurich_Weiss,p,Zurich,1823-12-01,1835-08-18,4279,11.72,4279,1,1,0,1823-12-01..1835-08-18,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Weiss_18231201-18350818_p_subdaily_qc.tsv
GCOS_Zurich_Weiss,ta,Zurich,1823-12-01,1835-08-18,4279,11.72,4279,1,1,0,1823-12-01..1835-08-18,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Weiss_18231201-18350818_ta_subdaily_qc.tsv
Gallivare,ta,Gallivare,1888-11-01,2024-12-31,49734,136.17,49734,1,1,0,1888-11-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Gallivare/Gallivare_18881101-20241231_ta_daily.tsv
Gdansk,p,Gdansk,1807-01-01,1807-12-31,365,1.00,365,1,1,0,1807-01-01..1807-12-31,/scratch3/PALAEO-RA/daily_data/final/Gdansk/Gdansk_18070101-18071231_p_daily_qc.tsv
Gdansk,ta,Gdansk,1807-01-01,1807-12-31,365,1.00,365,1,1,0,1807-01-01..1807-12-31,/scratch3/PALAEO-RA/daily_data/final/Gdansk/Gdansk_18070101-18071231_ta_daily_qc.tsv
Geisenheim,ta,Geisenheim,1884-07-01,2024-12-31,51318,140.50,51318,1,1,0,1884-07-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Geisenheim/Geisenheim_18840701-20241231_ta_daily.tsv
Geneva,p,Geneva,1782-01-01,1789-12-31,2922,8.00,2922,2,1,0,1782-01-01..1789-12-31,/scratch3/PALAEO-RA/daily_data/final/Geneva/Geneva_17820101-17891231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Geneva/Geneva_17880101-17881231_p_daily_qc.tsv
Geneva,rr,Geneva,1782-01-01,1789-12-31,2922,8.00,2922,1,1,0,1782-01-01..1789-12-31,/scratch3/PALAEO-RA/daily_data/final/Geneva/Geneva_17820101-17891231_rr_subdaily.tsv
Geneva,ta,Geneva,1782-01-01,1789-12-31,2922,8.00,2922,2,1,0,1782-01-01..1789-12-31,/scratch3/PALAEO-RA/daily_data/final/Geneva/Geneva_17820101-17891231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Geneva/Geneva_17880101-17881231_ta_daily_qc.tsv
Girona,ta,Girona,1896-11-01,1966-12-31,25627,70.16,25627,1,1,0,1896-11-01..1966-12-31,/scratch3/PALAEO-RA/daily_data/final/Girona/Girona_18961101-19661231_ta_daily.tsv
Godegard,ta,Godegard,1878-08-17,1988-02-29,40008,109.54,40008,1,1,0,1878-08-17..1988-02-29,/scratch3/PALAEO-RA/daily_data/final/Godegard/Godegard_18780817-19880229_ta_daily.tsv
Godthaab,dd,Godthaab,1786-10-01,1787-07-01,274,0.75,274,1,1,0,1786-10-01..1787-07-01,/scratch3/PALAEO-RA/daily_data/final/Godthaab/Godthaab_17861001-17870701_dd_subdaily_qc.tsv
Godthaab,p,Godthaab,1787-01-01,1787-06-30,181,0.50,181,1,1,0,1787-01-01..1787-06-30,/scratch3/PALAEO-RA/daily_data/final/Godthaab/Godthaab_17870101-17870630_p_subdaily_qc.tsv
Godthaab,ta,Godthaab,1787-01-01,1787-06-30,181,0.50,181,1,1,0,1787-01-01..1787-06-30,/scratch3/PALAEO-RA/daily_data/final/Godthaab/Godthaab_17870101-17870630_ta_subdaily_qc.tsv
Godthaab,w,Godthaab,1786-10-01,1787-07-01,274,0.75,274,1,1,0,1786-10-01..1787-07-01,/scratch3/PALAEO-RA/daily_data/final/Godthaab/Godthaab_17861001-17870701_w_subdaily.tsv
Goettingen,dd,Goettingen,1783-01-01,1787-12-31,1826,5.00,1826,1,1,0,1783-01-01..1787-12-31,/scratch3/PALAEO-RA/daily_data/final/Goettingen/Goettingen_17830101-17871231_dd_subdaily_qc.tsv
Goettingen,eee,Goettingen,1783-01-01,1785-12-31,1096,3.00,1096,1,1,0,1783-01-01..1785-12-31,/scratch3/PALAEO-RA/daily_data/final/Goettingen/Goettingen_17830101-17851231_eee_subdaily.tsv
Goettingen,p,Goettingen,1783-01-01,1785-12-31,1096,3.00,1096,1,1,0,1783-01-01..1785-12-31,/scratch3/PALAEO-RA/daily_data/final/Goettingen/Goettingen_17830101-17851231_p_subdaily_qc.tsv
Goettingen,rr,Goettingen,1783-01-01,1785-12-31,1096,3.00,1096,1,1,0,1783-01-01..1785-12-31,/scratch3/PALAEO-RA/daily_data/final/Goettingen/Goettingen_17830101-17851231_rr_subdaily_qc.tsv
Goettingen,ta,Goettingen,1783-01-01,1785-12-31,1096,3.00,1096,1,1,0,1783-01-01..1785-12-31,/scratch3/PALAEO-RA/daily_data/final/Goettingen/Goettingen_17830101-17851231_ta_subdaily_qc.tsv
Goettingen,w,Goettingen,1783-01-01,1787-12-31,1826,5.00,1826,1,1,0,1783-01-01..1787-12-31,/scratch3/PALAEO-RA/daily_data/final/Goettingen/Goettingen_17830101-17871231_w_subdaily.tsv
Gospic,ta,Gospic,1872-10-06,2021-12-31,54508,149.24,54508,1,1,0,1872-10-06..2021-12-31,/scratch3/PALAEO-RA/daily_data/final/Gospic/Gospic_18721006-20211231_ta_daily.tsv
Gotthard,ta,Gotthard,1781-06-01,1792-12-31,4232,11.59,4232,1,1,0,1781-06-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Gotthard/Gotthard_17810601-17921231_ta_subdaily_qc.tsv
Gotthardpass,dd,Gotthard,1781-06-01,1789-12-31,3136,8.59,3136,1,1,0,1781-06-01..1789-12-31,/scratch3/PALAEO-RA/daily_data/final/Gotthard/Gotthardpass_17810601-17891231_dd_subdaily_qc.tsv
Granada,dd,Granada,1820-06-30,1820-07-30,31,0.08,31,1,1,0,1820-06-30..1820-07-30,/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_18200630-18200730_dd_subdaily_qc.tsv
Granada,p,Granada,1820-06-30,1820-07-30,31,0.08,31,1,1,0,1820-06-30..1820-07-30,/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_18200630-18200730_p_subdaily_qc.tsv
Granada,ta,Granada,1728-12-01,1820-07-30,33479,91.66,545,3,3,30256,1728-12-01..1730-02-28; 1813-01-01..1813-02-28; 1820-06-30..1820-07-30,/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_17281201-17300228_ta_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_18130101-18130228_ta_noon_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_18200630-18200730_ta_subdaily_qc.tsv
Granada_Dalmau,dd,Granada,1796-05-28,1797-09-30,491,1.34,491,1,1,0,1796-05-28..1797-09-30,/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_Dalmau_17960528-17970930_dd_noon_qc.tsv
Granada_Dalmau,p,Granada,1796-05-28,1797-09-30,491,1.34,491,1,1,0,1796-05-28..1797-09-30,/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_Dalmau_17960528-17970930_p_noon_qc.tsv
Granada_Dalmau,ta,Granada,1796-05-28,1797-09-30,491,1.34,491,1,1,0,1796-05-28..1797-09-30,/scratch3/PALAEO-RA/daily_data/final/Granada/Granada_Dalmau_17960528-17970930_ta_noon_qc.tsv
Groningen,Tn,Groningen,1892-01-01,1905-12-31,5113,14.00,5113,1,1,0,1892-01-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18920101-19051231_Tn_subdaily_qc.tsv
Groningen,Tx,Groningen,1892-01-01,1905-12-31,5113,14.00,5113,1,1,0,1892-01-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18920101-19051231_Tx_subdaily_qc.tsv
Groningen,dd,Groningen,1848-12-01,1905-12-31,20849,57.08,20849,1,1,0,1848-12-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18481201-19051231_dd_subdaily_qc.tsv
Groningen,p,Groningen,1850-12-01,1903-12-31,19388,53.08,19388,1,1,0,1850-12-01..1903-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18501201-19031231_p_subdaily_qc.tsv
Groningen,rh,Groningen,1850-12-01,1905-12-31,20119,55.08,20119,1,1,0,1850-12-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18501201-19051231_rh_subdaily_qc.tsv
Groningen,rr,Groningen,1852-07-30,1905-12-31,19512,53.42,19512,1,1,0,1852-07-30..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18520730-19051231_rr_subdaily_qc.tsv
Groningen,ta,Groningen,1850-12-01,1905-12-31,20119,55.08,20119,1,1,0,1850-12-01..1905-12-31,/scratch3/PALAEO-RA/daily_data/final/Groningen/Groningen_18501201-19051231_ta_subdaily_qc.tsv
Gumri,ta,Gumri,1895-09-01,1992-04-30,35306,96.66,35306,1,1,0,1895-09-01..1992-04-30,/scratch3/PALAEO-RA/daily_data/final/Gumri/Gumri_18950901-19920430_ta_daily.tsv
Gurzelen,dd,Gurzelen,1771-01-01,1784-12-31,5114,14.00,5114,1,1,0,1771-01-01..1784-12-31,/scratch3/PALAEO-RA/daily_data/final/Gurzelen/Gurzelen_17710101-17841231_dd_subdaily_qc.tsv
Gurzelen,p,Gurzelen,1768-09-01,1784-12-31,5966,16.33,5966,1,1,0,1768-09-01..1784-12-31,/scratch3/PALAEO-RA/daily_data/final/Gurzelen/Gurzelen_17680901-17841231_p_subdaily_qc.tsv
Gurzelen,ta,Gurzelen,1766-02-01,1784-12-31,6909,18.92,6909,1,1,0,1766-02-01..1784-12-31,/scratch3/PALAEO-RA/daily_data/final/Gurzelen/Gurzelen_17660201-17841231_ta_subdaily_qc.tsv
Haarlem,dd,Haarlem,1735-01-01,1840-12-31,38716,106.00,38716,1,1,0,1735-01-01..1840-12-31,/scratch3/PALAEO-RA/daily_data/final/Haarlem/Haarlem_17350101-18401231_dd_subdaily_qc.tsv
Haarlem,p,Haarlem,1735-01-01,1840-12-31,38716,106.00,38716,1,1,0,1735-01-01..1840-12-31,/scratch3/PALAEO-RA/daily_data/final/Haarlem/Haarlem_17350101-18401231_p_subdaily_qc.tsv
Haarlem,rr,Haarlem,1735-01-05,1742-12-31,2918,7.99,2918,1,1,0,1735-01-05..1742-12-31,/scratch3/PALAEO-RA/daily_data/final/Haarlem/Haarlem_17350105-17421231_rr_subdaily.tsv
Haarlem,ta,Haarlem,1735-01-01,1840-12-31,38716,106.00,38716,1,1,0,1735-01-01..1840-12-31,/scratch3/PALAEO-RA/daily_data/final/Haarlem/Haarlem_17350101-18401231_ta_subdaily_qc.tsv
Halle,dd,Halle,1700-01-01,1700-12-31,365,1.00,365,1,1,0,1700-01-01..1700-12-31,/scratch3/PALAEO-RA/daily_data/final/Halle/Halle_17000101-17001231_dd_subdaily_qc.tsv
Halle,p,Halle,1700-01-01,1700-12-31,365,1.00,365,1,1,0,1700-01-01..1700-12-31,/scratch3/PALAEO-RA/daily_data/final/Halle/Halle_17000101-17001231_p_subdaily.tsv
Halle,ta,Halle,1700-01-01,1966-12-31,97519,267.00,42733,2,2,54786,1700-01-01..1700-12-31; 1851-01-01..1966-12-31,/scratch3/PALAEO-RA/daily_data/final/Halle/Halle_17000101-17001231_ta_subdaily.tsv|/scratch3/PALAEO-RA/daily_data/final/Halle/Halle_18510101-19661231_ta_daily.tsv
Haparanda,ta,Haparanda,1859-07-16,2012-12-31,56052,153.47,56052,1,1,0,1859-07-16..2012-12-31,/scratch3/PALAEO-RA/daily_data/final/Haparanda/Haparanda_18590716-20121231_ta_daily.tsv
Harnosand,ta,Harnosand,1858-11-01,2024-12-31,60692,166.17,60692,1,1,0,1858-11-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Harnosand/Harnosand_18581101-20241231_ta_daily.tsv
Henichesk,ta,Henichesk,1883-01-01,2022-02-15,50815,139.13,50815,1,1,0,1883-01-01..2022-02-15,/scratch3/PALAEO-RA/daily_data/final/Henichesk/Henichesk_18830101-20220215_ta_daily.tsv
Hochobir,ta,Hochobir,1881-03-20,1944-06-30,23113,63.28,23113,1,1,0,1881-03-20..1944-06-30,/scratch3/PALAEO-RA/daily_data/final/Hochobir/Hochobir_18810320-19440630_ta_daily.tsv
Hohenpeissenberg,p,Hohenpeissenberg,1781-01-01,1792-12-31,4383,12.00,4383,2,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Hohenpeissenberg/Hohenpeissenberg_17810101-17921231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Hohenpeissenberg/Hohenpeissenberg_17880101-17881231_p_daily_qc.tsv
Hohenpeissenberg,ta,Hohenpeissenberg,1781-01-01,1792-12-31,4383,12.00,4383,2,1,0,1781-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Hohenpeissenberg/Hohenpeissenberg_17810101-17921231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Hohenpeissenberg/Hohenpeissenberg_17880101-17881231_ta_daily_qc.tsv
Ingolstadt,dd,Ingolstadt,1781-01-01,1782-12-31,730,2.00,730,1,1,0,1781-01-01..1782-12-31,/scratch3/PALAEO-RA/daily_data/final/Ingolstadt/Ingolstadt_17810101-17821231_dd_subdaily_qc.tsv
Ingolstadt,p,Ingolstadt,1781-01-01,1782-12-31,730,2.00,730,1,1,0,1781-01-01..1782-12-31,/scratch3/PALAEO-RA/daily_data/final/Ingolstadt/Ingolstadt_17810101-17821231_p_subdaily_qc.tsv
Ingolstadt,rr,Ingolstadt,1781-01-01,1782-12-31,730,2.00,730,1,1,0,1781-01-01..1782-12-31,/scratch3/PALAEO-RA/daily_data/final/Ingolstadt/Ingolstadt_17810101-17821231_rr_subdaily_qc.tsv
Ingolstadt,ta,Ingolstadt,1781-01-01,1782-12-31,730,2.00,730,1,1,0,1781-01-01..1782-12-31,/scratch3/PALAEO-RA/daily_data/final/Ingolstadt/Ingolstadt_17810101-17821231_ta_subdaily_qc.tsv
Ingolstadt,w,Ingolstadt,1781-01-01,1782-12-31,730,2.00,730,1,1,0,1781-01-01..1782-12-31,/scratch3/PALAEO-RA/daily_data/final/Ingolstadt/Ingolstadt_17810101-17821231_w_subdaily.tsv
Istanbul,Tn,Istanbul,1896-12-13,1917-12-31,7688,21.05,7688,1,1,0,1896-12-13..1917-12-31,/scratch3/PALAEO-RA/daily_data/final/Istanbul/Istanbul_18961213-19171231_Tn_subdaily.tsv
Istanbul,Tx,Istanbul,1896-12-13,1917-12-31,7688,21.05,7688,1,1,0,1896-12-13..1917-12-31,/scratch3/PALAEO-RA/daily_data/final/Istanbul/Istanbul_18961213-19171231_Tx_subdaily.tsv
Istanbul,p,Istanbul,1896-12-13,1917-12-31,7688,21.05,7688,1,1,0,1896-12-13..1917-12-31,/scratch3/PALAEO-RA/daily_data/final/Istanbul/Istanbul_18961213-19171231_p_subdaily.tsv
Istanbul,rh,Istanbul,1896-12-15,1917-12-31,7686,21.04,7686,1,1,0,1896-12-15..1917-12-31,/scratch3/PALAEO-RA/daily_data/final/Istanbul/Istanbul_18961215-19171231_rh_subdaily.tsv
Istanbul,w,Istanbul,1896-12-13,1917-12-31,7688,21.05,7688,1,1,0,1896-12-13..1917-12-31,/scratch3/PALAEO-RA/daily_data/final/Istanbul/Istanbul_18961213-19171231_w_subdaily.tsv
Izmail,ta,Izmail,1886-10-01,2022-02-14,49445,135.38,49445,1,1,0,1886-10-01..2022-02-14,/scratch3/PALAEO-RA/daily_data/final/Izmail/Izmail_18861001-20220214_ta_daily.tsv
Jelgava,ta,Jelgava,1889-12-01,2024-12-31,49339,135.09,49339,1,1,0,1889-12-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Jelgava/Jelgava_18891201-20241231_ta_daily.tsv
Jena,dd,Jena,1702-01-01,1702-12-31,365,1.00,365,1,1,0,1702-01-01..1702-12-31,/scratch3/PALAEO-RA/daily_data/final/Jena/Jena_17020101-17021231_dd_subdaily_qc.tsv
Jena,p,Jena,1702-01-01,1702-12-31,365,1.00,365,1,1,0,1702-01-01..1702-12-31,/scratch3/PALAEO-RA/daily_data/final/Jena/Jena_17020101-17021231_p_subdaily_qc.tsv
Jena,ta,Jena,1824-01-01,2024-12-31,73415,201.00,73415,1,1,0,1824-01-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Jena/Jena_18240101-20241231_ta_daily.tsv
Jokkmokk,ta,Jokkmokk,1860-11-01,2018-06-30,57585,157.66,57585,1,1,0,1860-11-01..2018-06-30,/scratch3/PALAEO-RA/daily_data/final/Jokkmokk/Jokkmokk_18601101-20180630_ta_daily.tsv
Kaliningrad,dd,Kaliningrad,1702-01-01,1702-12-31,365,1.00,365,1,1,0,1702-01-01..1702-12-31,/scratch3/PALAEO-RA/daily_data/final/Kaliningrad/Kaliningrad_17020101-17021231_dd_subdaily_qc.tsv
Kaliningrad,p,Kaliningrad,1702-01-01,1702-12-31,365,1.00,365,1,1,0,1702-01-01..1702-12-31,/scratch3/PALAEO-RA/daily_data/final/Kaliningrad/Kaliningrad_17020101-17021231_p_subdaily_qc.tsv
Kamyanets,p,Kamyanets,1844-04-01,1848-11-30,1705,4.67,1705,1,1,0,1844-04-01..1848-11-30,/scratch3/PALAEO-RA/daily_data/final/Kamyanets/Kamyanets_18440401-18481130_p_subdaily_qc.tsv
Kamyanets,ta,Kamyanets,1844-04-01,1848-11-30,1705,4.67,1705,1,1,0,1844-04-01..1848-11-30,/scratch3/PALAEO-RA/daily_data/final/Kamyanets/Kamyanets_18440401-18481130_ta_subdaily_qc.tsv
Karesuando,ta,Karesuando,1878-10-15,2012-08-31,48899,133.88,48899,1,1,0,1878-10-15..2012-08-31,/scratch3/PALAEO-RA/daily_data/final/Karesuando/Karesuando_18781015-20120831_ta_daily.tsv
Karlsruhe,ta,Karlsruhe,1876-01-01,2008-10-31,48517,132.84,48517,1,1,0,1876-01-01..2008-10-31,/scratch3/PALAEO-RA/daily_data/final/Karlsruhe/Karlsruhe_18760101-20081031_ta_daily.tsv
Karlstad,ta,Karlstad,1858-12-01,2008-09-30,54726,149.83,54726,1,1,0,1858-12-01..2008-09-30,/scratch3/PALAEO-RA/daily_data/final/Karlstad/Karlstad_18581201-20080930_ta_daily.tsv
Kharkiv,p,Kharkiv,1840-04-01,1848-01-12,2843,7.78,2843,1,1,0,1840-04-01..1848-01-12,/scratch3/PALAEO-RA/daily_data/final/Kharkiv/Kharkiv_18400401-18480112_p_subdaily_qc.tsv
Kharkiv,ta,Kharkiv,1840-04-01,1848-01-12,2843,7.78,2843,1,1,0,1840-04-01..1848-01-12,/scratch3/PALAEO-RA/daily_data/final/Kharkiv/Kharkiv_18400401-18480112_ta_subdaily_qc.tsv
Kherson,p,Kherson,1808-11-13,1839-07-12,11199,30.66,11199,1,1,0,1808-11-13..1839-07-12,/scratch3/PALAEO-RA/daily_data/final/Kherson/Kherson_18081113-18390712_p_subdaily_qc.tsv
Kherson,ta,Kherson,1808-11-13,1839-07-12,11199,30.66,11199,1,1,0,1808-11-13..1839-07-12,/scratch3/PALAEO-RA/daily_data/final/Kherson/Kherson_18081113-18390712_ta_subdaily_qc.tsv
Kiel,dd,Kiel,1767-01-01,1768-12-31,731,2.00,731,1,1,0,1767-01-01..1768-12-31,/scratch3/PALAEO-RA/daily_data/final/Kiel/Kiel_17670101-17681231_dd_subdaily_qc.tsv
Kiel,p,Kiel,1767-01-01,1768-12-31,731,2.00,731,1,1,0,1767-01-01..1768-12-31,/scratch3/PALAEO-RA/daily_data/final/Kiel/Kiel_17670101-17681231_p_subdaily_qc.tsv
Kiel,ta,Kiel,1767-01-01,1768-12-31,731,2.00,731,1,1,0,1767-01-01..1768-12-31,/scratch3/PALAEO-RA/daily_data/final/Kiel/Kiel_17670101-17681231_ta_subdaily_qc.tsv
Kisinev,ta,Kisinev,1886-11-01,2024-12-31,50465,138.17,50465,1,1,0,1886-11-01..2024-12-31,/scratch3/PALAEO-RA/daily_data/final/Kisinev/Kisinev_18861101-20241231_ta_daily.tsv
Kislovodsk,ta,Kislovodsk,1886-01-01,2019-06-30,48758,133.49,48758,1,1,0,1886-01-01..2019-06-30,/scratch3/PALAEO-RA/daily_data/final/Kislovodsk/Kislovodsk_18860101-20190630_ta_daily.tsv
KonKolodez,ta,KonKolodez,1893-02-01,2019-06-30,46170,126.41,46170,1,1,0,1893-02-01..2019-06-30,/scratch3/PALAEO-RA/daily_data/final/KonKolodez/KonKolodez_18930201-20190630_ta_daily.tsv
Kuesnacht,dd,Kuesnacht,1852-01-11,1856-11-15,1771,4.85,1771,1,1,0,1852-01-11..1856-11-15,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/Kuesnacht_18520111-18561115_dd_subdaily_qc.tsv
Kuesnacht,rh,Kuesnacht,1852-01-11,1856-11-15,1771,4.85,1771,1,1,0,1852-01-11..1856-11-15,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/Kuesnacht_18520111-18561115_rh_subdaily_qc.tsv
Kursk,ta,Kursk,1891-01-01,2019-06-30,46932,128.50,46932,1,1,0,1891-01-01..2019-06-30,/scratch3/PALAEO-RA/daily_data/final/Kursk/Kursk_18910101-20190630_ta_daily.tsv
KvikkjokkArrenjarka,ta,KvikkjokkArrenjarka,1887-09-01,2013-03-31,45868,125.58,45868,1,1,0,1887-09-01..2013-03-31,/scratch3/PALAEO-RA/daily_data/final/KvikkjokkArrenjarka/KvikkjokkArrenjarka_18870901-20130331_ta_daily.tsv
Kyiv,p,Kyiv,1837-09-26,1841-02-28,1252,3.43,1252,1,1,0,1837-09-26..1841-02-28,/scratch3/PALAEO-RA/daily_data/final/Kyiv/Kyiv_18370926-18410228_p_subdaily_qc.tsv
Kyiv,ta,Kyiv,1812-01-17,1841-02-28,10636,29.12,10636,1,1,0,1812-01-17..1841-02-28,/scratch3/PALAEO-RA/daily_data/final/Kyiv/Kyiv_18120117-18410228_ta_subdaily_qc.tsv
LaRochelle,dd,LaRochelle,1782-01-01,1790-12-31,3287,9.00,3287,1,1,0,1782-01-01..1790-12-31,/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17820101-17901231_dd_subdaily_qc.tsv
LaRochelle,p,LaRochelle,1782-01-01,1790-12-31,3287,9.00,3287,2,1,0,1782-01-01..1790-12-31,/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17820101-17901231_p_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17870101-17881231_p_daily_qc.tsv
LaRochelle,rr,LaRochelle,1783-01-01,1786-12-31,1461,4.00,1461,1,1,0,1783-01-01..1786-12-31,/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17830101-17861231_rr_daily_qc.tsv
LaRochelle,ta,LaRochelle,1782-01-01,1790-12-31,3287,9.00,3287,2,1,0,1782-01-01..1790-12-31,/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17820101-17901231_ta_subdaily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17870101-17881231_ta_daily_qc.tsv
LaRochelle,w,LaRochelle,1782-01-09,1790-12-31,3279,8.98,3279,1,1,0,1782-01-09..1790-12-31,/scratch3/PALAEO-RA/daily_data/final/LaRochelle/LaRochelle_17820109-17901231_w_subdaily.tsv
Lausitz,dd,Loebau,1720-01-01,1730-06-30,3834,10.50,3834,1,1,0,1720-01-01..1730-06-30,/scratch3/PALAEO-RA/daily_data/final/Loebau/Lausitz_17200101-17300630_dd_daily.tsv
Lausitz,ta,Loebau,1720-01-01,1730-06-30,3834,10.50,3834,1,1,0,1720-01-01..1730-06-30,/scratch3/PALAEO-RA/daily_data/final/Loebau/Lausitz_17200101-17300630_ta_daily.tsv
Leiden,dd,Leiden,1697-02-01,1758-12-31,22613,61.91,7639,2,2,14974,1697-02-01..1698-12-31; 1740-01-01..1758-12-31,/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_16970201-16981231_dd_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_17400101-17581231_dd_subdaily_qc.tsv
Leiden,p,Leiden,1697-02-01,1758-12-31,22613,61.91,7639,2,2,14974,1697-02-01..1698-12-31; 1740-01-01..1758-12-31,/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_16970201-16981231_p_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_17400101-17581231_p_subdaily_qc.tsv
Leiden,rr,Leiden,1740-01-01,1758-12-31,6940,19.00,6940,1,1,0,1740-01-01..1758-12-31,/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_17400101-17581231_rr_subdaily.tsv
Leiden,ta,Leiden,1697-02-01,1792-12-31,35032,95.91,20058,2,2,14974,1697-02-01..1698-12-31; 1740-01-01..1792-12-31,/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_16970201-16981231_ta_daily_qc.tsv|/scratch3/PALAEO-RA/daily_data/final/Leiden/Leiden_17400101-17921231_ta_subdaily_qc.tsv
Loebau,p,Loebau,1720-01-01,1730-06-30,3834,10.50,3834,1,1,0,1720-01-01..1730-06-30,/scratch3/PALAEO-RA/daily_data/final/Loebau/Loebau_17200101-17300630_p_daily_qc.tsv
