dirname,filename,variable,year
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1882
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1883
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1884
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1885
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1886
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1887
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1888
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1889
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1890
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1891
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1892
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1893
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1894
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1895
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1896
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1897
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1898
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1899
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1900
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1901
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1902
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1903
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1904
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1905
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1906
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1907
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1908
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1909
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1910
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1911
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1912
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1913
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1914
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1915
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1916
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1917
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1918
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1919
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1920
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1921
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1922
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1923
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1924
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1925
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1926
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1927
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1928
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1929
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1930
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1931
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1932
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1933
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1934
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1935
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1936
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1937
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1938
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1939
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1940
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1941
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1942
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1943
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1944
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1945
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1946
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1947
Durham,WRDv2-2_Durham_18430723-19481231_p_subdaily.tsv,p,1948
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1887
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1888
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1889
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1890
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1891
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1892
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1893
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1894
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1895
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1896
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1897
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1898
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1899
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1900
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1901
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1902
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1903
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1904
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1905
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1906
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1907
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1908
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1909
Eastbourne,MIDAS_Eastbourne_18870701-19101231_p_subdaily.tsv,p,1910
Edinburgh,WeaR_Edinburgh_17881101-17890228_p_daily.tsv,p,1788
Edinburgh,WeaR_Edinburgh_17881101-17890228_p_daily.tsv,p,1789
Edinburgh,WeaR_Edinburgh_17881101-17890228_ta_daily.tsv,ta,1788
Edinburgh,WeaR_Edinburgh_17881101-17890228_ta_daily.tsv,ta,1789
Eidsberg,PALAEO-RA_Eidsberg_17870101-17871225_w_subdaily.tsv,w,1787
Eidsberg,PALAEO-RA_Eidsberg_17870101-17871231_dd_subdaily_qc.tsv,dd,1787
Eidsberg,PALAEO-RA_Eidsberg_17870101-17871231_p_daily_qc.tsv,p,1787
Eidsberg,PALAEO-RA_Eidsberg_17870101-17871231_ta_daily_qc.tsv,ta,1787
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1818
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1819
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1820
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1821
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1822
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1823
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1824
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1825
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1826
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1827
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1828
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1829
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1830
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1831
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1832
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1833
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1834
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1835
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1836
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1837
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1838
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1839
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1840
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1841
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1842
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1843
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1844
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1845
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1846
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1847
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1848
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1849
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1850
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1851
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1857
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1858
Einsiedeln,CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv,ta,1864
Einsiedeln,CHIMES_Einsiedeln_18400101-18641231_p_subdaily_qc.tsv,p,1840
Einsiedeln,CHIMES_Einsiedeln_18400101-18641231_p_subdaily_qc.tsv,p,1841
Einsiedeln,CHIMES_Einsiedeln_18400101-18641231_p_subdaily_qc.tsv,p,1842
Einsiedeln,CHIMES_Einsiedeln_18400101-18641231_p_subdaily_qc.tsv,p,1857
Einsiedeln,CHIMES_Einsiedeln_18400101-18641231_p_subdaily_qc.tsv,p,1858
Einsiedeln,CHIMES_Einsiedeln_18400101-18641231_p_subdaily_qc.tsv,p,1864
Einsiedeln,CHIMES_Einsiedeln_18570701-18571231_Tn_daily_qc.tsv,Tn,1857
Einsiedeln,CHIMES_Einsiedeln_18570701-18571231_Tx_daily_qc.tsv,Tx,1857
Einsiedeln,CHIMES_Einsiedeln_18640101-18641231_rr_subdaily_qc.tsv,rr,1864
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1888
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1889
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1890
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1891
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1892
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1893
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1894
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1895
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1896
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1897
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1898
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1899
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1900
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1901
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1902
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1903
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1904
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1905
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1906
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1907
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1908
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1909
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1910
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1911
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1912
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1913
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1914
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1915
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1916
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1917
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1918
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1919
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1923
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1924
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1925
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1926
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1927
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1928
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1929
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1930
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1931
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1932
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1933
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1934
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1935
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1936
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1937
ElBayadh,MEDARE_Geryville-El-Bayadh_18880101-19381227_rr_daily.tsv,rr,1938
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1877
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1878
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1879
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1880
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1881
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1882
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1883
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1884
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1885
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1886
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1887
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1888
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1889
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1890
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1892
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1893
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1897
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1898
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1899
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1900
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1901
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1902
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1903
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1904
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1905
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1906
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1907
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1908
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1909
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1922
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1923
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1924
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1925
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1926
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1927
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1928
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1929
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1930
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1931
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1932
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1933
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1934
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1935
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1936
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1937
ElKala,MEDARE_ElKala_18770408-19381230_p_daily.tsv,p,1938
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1877
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1878
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1879
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1880
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1881
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1882
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1883
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1884
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1885
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1886
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1887
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1888
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1889
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1890
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1892
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1893
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1897
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1898
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1899
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1900
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1901
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1902
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1903
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1904
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1905
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1906
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1907
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1908
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1909
ElKala,UERRA_ElKala_18770408-19221231_ta_subdaily_qc.tsv,ta,1922
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1831
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1832
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1833
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1834
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1835
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1836
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1837
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1838
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1839
Ellikon,CHIMES_Ellikon_18310101-18400630_ta_subdaily_qc.tsv,ta,1840
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1877
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1878
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1928
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1929
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1930
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1940
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1941
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1942
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1945
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1946
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1947
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1948
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1949
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1950
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1951
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1952
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1953
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1954
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1955
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1956
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1957
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1958
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1959
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1960
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1961
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1962
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1963
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1964
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1965
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1966
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1967
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1968
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1969
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1970
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1971
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1972
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1973
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1974
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1975
Embrun,GHCNd_Embrun_18770101-20190831_rr_daily.tsv,rr,1976
