station_source,variable,year
Cornes_London_Hooker,p,1750
Cornes_London_Hooker,p,1751
Cornes_London_Hooker,p,1752
Cornes_London_Hooker,p,1753
Cornes_London_Hooker,p,1754
Cornes_London_Hooker,p,1755
Cornes_London_Hooker,p,1756
Cornes_London_Hooker,p,1757
Cornes_London_Hooker,p,1758
Cornes_London_Hooker,p,1759
Cornes_London_Hooker,p,1760
Cornes_London_Hooker,p,1761
Cornes_London_Hooker,p,1762
Cornes_London_Hooker,p,1763
Cornes_London_Hooker,p,1764
Cornes_London_Hooker,p,1765
Cornes_London_Hoy-Muswell-Hill,p,1781
Cornes_London_Hoy-Muswell-Hill,p,1782
Cornes_London_Hoy-Syon-House,p,1782
Cornes_London_Jurin-Garlick-Field,p,1728
Cornes_London_Jurin-Garlick-Field,p,1729
Cornes_London_Jurin-Garlick-Field,p,1730
Cornes_London_Jurin-Garlick-Field,p,1731
Cornes_London_Jurin-Garlick-Field,p,1732
Cornes_London_Jurin-Garlick-Field,p,1733
Cornes_London_Jurin-Garlick-Field,p,1734
Cornes_London_Jurin-Garlick-Field,p,1735
Cornes_London_Jurin-Garlick-Field,p,1736
Cornes_London_Jurin-Garlick-Field,p,1737
Cornes_London_Jurin-Garlick-Field,p,1738
Cornes_London_Jurin-Garlick-Field,p,1739
Cornes_London_Jurin-Garlick-Field,p,1740
Cornes_London_Jurin-Garlick-Field,p,1741
Cornes_London_Jurin-Garlick-Field,p,1742
Cornes_London_Jurin-Garlick-Field,p,1743
Cornes_London_Jurin-Garlick-Field,p,1744
Cornes_London_Jurin-Garlick-Field,p,1745
Cornes_London_Jurin-Inn-Fields,p,1745
Cornes_London_Jurin-Inn-Fields,p,1746
Cornes_London_Jurin-Inn-Fields,p,1747
Cornes_London_Jurin-Inn-Fields,p,1748
Cornes_London_Jurin-Inn-Fields,p,1749
Cornes_London_Jurin-Inn-Fields,p,1750
Cornes_London_Locke,dd,1672
Cornes_London_Locke,dd,1674
Cornes_London_Locke,dd,1675
Cornes_London_Locke,p,1691
Cornes_London_Locke,p,1692
Cornes_London_Locke,p,1693
Cornes_London_Locke,p,1694
Cornes_London_Locke,p,1695
Cornes_London_Locke,p,1696
Cornes_London_Locke,p,1697
Cornes_London_Locke,p,1698
Cornes_London_Locke,p,1699
Cornes_London_Locke,p,1700
Cornes_London_Locke,p,1701
Cornes_London_Locke,p,1702
Cornes_London_Locke,p,1703
Cornes_London_Molyneux,p,1716
Cornes_London_Molyneux,p,1717
Cornes_London_Molyneux,p,1718
Cornes_London_Molyneux,p,1719
Cornes_London_Molyneux,p,1720
Cornes_London_Molyneux,p,1721
Cornes_London_Molyneux,p,1722
Cornes_London_Molyneux,p,1723
Cornes_London_Rogerson,p,1841
Cornes_London_Rogerson,p,1843
Cornes_London_Rogerson,p,1845
Cornes_London_Royal-Society,p,1774
Cornes_London_Royal-Society,p,1775
Cornes_London_Royal-Society,p,1776
Cornes_London_Royal-Society,p,1777
Cornes_London_Royal-Society,p,1778
Cornes_London_Royal-Society,p,1779
Cornes_London_Royal-Society,p,1780
Cornes_London_Royal-Society,p,1781
Cornes_London_Royal-Society,p,1787
Cornes_London_Royal-Society,p,1788
Cornes_London_Royal-Society,p,1789
Cornes_London_Royal-Society,p,1790
Cornes_London_Royal-Society,p,1791
Cornes_London_Royal-Society,p,1792
Cornes_London_Royal-Society,p,1793
Cornes_London_Royal-Society,p,1794
Cornes_London_Royal-Society,p,1795
Cornes_London_Royal-Society,p,1796
Cornes_London_Royal-Society,p,1797
Cornes_London_Royal-Society,p,1798
Cornes_London_Royal-Society,p,1799
Cornes_London_Royal-Society,p,1800
Cornes_London_Royal-Society,p,1801
Cornes_London_Royal-Society,p,1802
Cornes_London_Royal-Society,p,1803
Cornes_London_Royal-Society,p,1804
Cornes_London_Royal-Society,p,1805
Cornes_London_Royal-Society,p,1806
Cornes_London_Royal-Society,p,1807
Cornes_London_Royal-Society,p,1808
Cornes_London_Royal-Society,p,1809
Cornes_London_Royal-Society,p,1810
Cornes_London_Royal-Society,p,1811
Cornes_London_Royal-Society,p,1812
Cornes_London_Royal-Society,p,1813
Cornes_London_Royal-Society,p,1814
Cornes_London_Royal-Society,p,1815
Cornes_London_Royal-Society,p,1816
Cornes_London_Royal-Society,p,1817
Cornes_London_Royal-Society,p,1818
Cornes_London_Royal-Society,p,1819
Cornes_London_Royal-Society,p,1820
Cornes_London_Royal-Society,p,1821
Cornes_London_Royal-Society,p,1822
Cornes_London_Royal-Society,p,1823
Cornes_London_Royal-Society,p,1824
Cornes_London_Royal-Society,p,1825
Cornes_London_Royal-Society,p,1826
Cornes_London_Royal-Society,p,1827
Cornes_London_Royal-Society,p,1828
Cornes_London_Royal-Society,p,1829
Cornes_London_Royal-Society,p,1830
Cornes_London_Royal-Society,p,1831
Cornes_London_Royal-Society,p,1832
Cornes_London_Royal-Society,p,1833
Cornes_London_Royal-Society,p,1834
Cornes_London_Royal-Society,p,1835
Cornes_London_Royal-Society,p,1836
Cornes_London_Royal-Society,p,1837
Cornes_London_Royal-Society,p,1838
Cornes_London_Royal-Society,p,1839
Cornes_London_Royal-Society,p,1840
Cornes_London_Royal-Society,p,1841
Cornes_London_Stukeley,p,1723
Cornes_Paris,p,1670
Cornes_Paris,p,1671
Cornes_Paris,p,1672
Cornes_Paris,p,1673
Cornes_Paris,p,1674
Cornes_Paris,p,1675
Cornes_Paris,p,1676
Cornes_Paris,p,1677
Cornes_Paris,p,1678
Cornes_Paris,p,1679
Cornes_Paris,p,1680
Cornes_Paris,p,1681
Cornes_Paris,p,1682
Cornes_Paris,p,1683
Cornes_Paris,p,1684
Cornes_Paris,p,1685
Cornes_Paris,p,1686
Cornes_Paris,p,1687
Cornes_Paris,p,1688
Cornes_Paris,p,1689
Cornes_Paris,p,1690
Cornes_Paris,p,1691
Cornes_Paris,p,1692
Cornes_Paris,p,1693
Cornes_Paris,p,1694
Cornes_Paris,p,1695
Cornes_Paris,p,1696
Cornes_Paris,p,1697
Cornes_Paris,p,1698
Cornes_Paris,p,1699
Cornes_Paris,p,1700
Cornes_Paris,p,1701
Cornes_Paris,p,1702
Cornes_Paris,p,1703
Cornes_Paris,p,1704
Cornes_Paris,p,1705
Cornes_Paris,p,1706
Cornes_Paris,p,1707
Cornes_Paris,p,1708
Cornes_Paris,p,1709
Cornes_Paris,p,1710
Cornes_Paris,p,1711
Cornes_Paris,p,1712
Cornes_Paris,p,1713
Cornes_Paris,p,1714
Cornes_Paris,p,1715
Cornes_Paris,p,1716
Cornes_Paris,p,1717
Cornes_Paris,p,1718
Cornes_Paris,p,1719
Cornes_Paris,p,1720
Cornes_Paris,p,1721
Cornes_Paris,p,1722
Cornes_Paris,p,1723
Cornes_Paris,p,1724
Cornes_Paris,p,1725
Cornes_Paris,p,1748
Cornes_Paris,p,1749
Cornes_Paris,p,1750
Cornes_Paris,p,1751
Cornes_Paris,p,1752
Cornes_Paris,p,1753
Cornes_Paris,p,1754
Cornes_Paris,p,1755
Cornes_Paris,p,1756
Cornes_Paris,p,1757
Cornes_Paris,p,1758
Cornes_Paris,p,1759
Cornes_Paris,p,1760
Cornes_Paris,p,1761
Cornes_Paris,p,1762
Cornes_Paris,p,1763
Cornes_Paris,p,1764
Cornes_Paris,p,1765
Cornes_Paris,p,1766
Cornes_Paris,p,1767
Cornes_Paris,p,1768
Cornes_Paris,p,1769
Cornes_Paris,p,1770
Cornes_Paris,p,1771
Cornes_Paris,p,1772
Cornes_Paris,p,1773
Cornes_Paris,p,1774
Cornes_Paris,p,1775
Cornes_Paris,p,1776
Cornes_Paris,p,1777
Cornes_Paris,p,1778
Cornes_Paris,p,1779
Cornes_Paris,p,1780
Cornes_Paris,p,1781
Cornes_Paris,p,1782
Cornes_Paris,p,1783
Cornes_Paris,p,1784
Cornes_Paris,p,1785
Cornes_Paris,p,1786
Cornes_Paris,p,1787
Cornes_Paris,p,1788
Cornes_Paris,p,1789
Cornes_Paris,p,1790
Cornes_Paris,p,1791
Cornes_Paris,p,1792
Cornes_Paris,p,1793
Cornes_Paris,p,1794
Cornes_Paris,p,1795
Cornes_Paris,p,1796
Cornes_Paris,p,1797
Cornes_Paris,p,1798
Cornes_Paris,p,1799
Cornes_Paris,p,1800
Cornes_Paris,p,1801
Cornes_Paris,p,1802
Cornes_Paris,p,1803
Cornes_Paris,p,1804
Cornes_Paris,p,1805
Cornes_Paris,p,1806
Cornes_Paris,p,1807
Cornes_Paris,p,1808
Cornes_Paris,p,1809
Cornes_Paris,p,1810
Cornes_Paris,p,1811
Cornes_Paris,p,1812
Cornes_Paris,p,1813
Cornes_Paris,p,1814
Cornes_Paris,p,1815
Cornes_Paris,p,1816
Cornes_Paris,p,1817
Cornes_Paris,p,1818
Cornes_Paris,p,1819
Cornes_Paris,p,1820
Cornes_Paris,p,1821
Cornes_Paris,p,1822
Cornes_Paris,p,1823
Cornes_Paris,p,1824
Cornes_Paris,p,1825
Cornes_Paris,p,1826
Cornes_Paris,p,1827
Cornes_Paris,p,1828
Cornes_Paris,p,1829
Cornes_Paris,p,1830
Cornes_Paris,p,1831
Cornes_Paris,p,1832
Cornes_Paris,p,1833
Cornes_Paris,p,1834
Cornes_Paris,p,1835
Cornes_Paris,p,1836
Cornes_Paris,p,1837
Cornes_Paris,p,1838
Cornes_Paris,p,1839
Cornes_Paris,p,1840
Cornes_Paris,p,1841
Cornes_Paris,p,1842
Cornes_Paris,p,1843
Cornes_Paris,p,1844
Cornes_Paris,p,1845
Cornes_Paris,p,1846
Cornes_Paris,p,1847
Cornes_Paris,p,1848
Cornes_Paris,p,1849
Cornes_Paris,p,1850
Cornes_Paris,p,1851
Cornes_Paris,p,1852
Cornes_Paris,p,1853
Cornes_Paris,p,1854
Cornes_Paris,p,1855
Cornes_Paris,p,1856
Cornes_Paris,p,1857
Cornes_Paris,p,1858
Cornes_Paris,p,1859
Cornes_Paris,p,1860
Cornes_Paris,p,1861
Cornes_Paris,p,1862
Cornes_Paris,p,1863
Cornes_Paris,p,1864
Cornes_Paris,p,1865
Cornes_Paris,p,1866
Cornes_Paris,p,1867
Cornes_Paris,p,1868
Cornes_Paris,p,1869
Cornes_Paris,p,1870
Cornes_Paris,p,1871
Cornes_Paris,p,1872
Cornes_Paris,p,1873
Cornes_Paris,p,1874
Cornes_Paris,p,1875
Cornes_Paris,p,1876
Cornes_Paris,p,1877
Cornes_Paris,p,1878
Cornes_Paris,p,1879
Cornes_Paris,p,1880
Cornes_Paris,p,1881
Cornes_Paris,p,1882
Cornes_Paris,p,1883
Cornes_Paris,p,1884
Cornes_Paris,p,1885
Cornes_Paris,p,1886
Cornes_Paris,p,1887
Cornes_Paris,p,1888
Cornes_Paris,p,1889
Cornes_Paris,p,1890
Cornes_Paris,p,1891
Cornes_Paris,p,1892
Cornes_Paris,p,1893
Cornes_Paris,p,1894
Cornes_Paris,p,1895
Cornes_Paris,p,1896
Cornes_Paris,p,1897
Cornes_Paris,p,1898
Cornes_Paris,p,1899
Cornes_Paris,p,1900
Cornes_Paris,p,1901
Cornes_Paris,p,1902
Cornes_Paris,p,1903
Cornes_Paris,p,1904
Cornes_Paris,p,1905
Cornes_Paris,p,1906
Cornes_Paris,p,1907
Cornes_Paris,p,1908
Cornes_Paris,p,1909
Cornes_Paris,p,1910
Cornes_Paris,p,1911
Cornes_Paris,p,1912
Cornes_Paris,p,1913
Cornes_Paris,p,1914
Cornes_Paris,p,1915
Cornes_Paris,p,1916
Cornes_Paris,p,1917
Cornes_Paris,p,1918
Cornes_Paris,p,1919
Cornes_Paris,p,1920
Cornes_Paris,p,1921
Cornes_Paris,p,1922
Cornes_Paris,p,1923
Cornes_Paris,p,1924
Cornes_Paris,p,1925
Cornes_Paris,p,1926
Cornes_Paris,p,1927
Cornes_Paris,p,1928
Cornes_Paris,p,1929
Cornes_Paris,p,1930
Cornes_Paris,p,1931
Cornes_Paris,p,1932
Cornes_Paris,p,1933
Cornes_Paris,p,1934
Cornes_Paris,p,1935
Cornes_Paris,p,1936
Cornes_Paris,p,1937
Cornes_Paris,p,1938
Cornes_Paris,p,1939
Cornes_Paris,p,1940
Cornes_Paris,p,1941
Cornes_Paris,p,1942
Cornes_Paris,p,1943
Cornes_Paris,p,1944
Cornes_Paris,p,1945
Cornes_Paris,p,1946
Cornes_Paris,p,1947
Cornes_Paris,p,1948
Cornes_Paris,p,1949
Cornes_Paris,p,1950
Cornes_Paris,p,1951
Cornes_Paris,p,1952
Cornes_Paris,p,1953
Cornes_Paris,p,1954
Cornes_Paris,p,1955
Cornes_Paris,p,1956
Cornes_Paris,p,1957
Cornes_Paris,p,1958
Cornes_Paris,p,1959
Cornes_Paris,p,1960
Cornes_Paris,p,1961
Cornes_Paris,p,1962
Cornes_Paris,p,1963
Cornes_Paris,p,1964
Cornes_Paris,p,1965
Cornes_Paris,p,1966
Cornes_Paris,p,1967
Cornes_Paris,p,1968
Cornes_Paris,p,1969
Cornes_Paris,p,1970
Cornes_Paris,p,1971
Cornes_Paris,p,1972
Cornes_Paris,p,1973
Cornes_Paris,p,1974
Cornes_Paris,p,1975
Cornes_Paris,p,1976
Cornes_Paris,p,1977
Cornes_Paris,p,1978
Cornes_Paris,p,1979
Cornes_Paris,p,1980
Cornes_Paris,p,1981
Cornes_Paris,p,1982
Cornes_Paris,p,1983
Cornes_Paris,p,1984
Cornes_Paris,p,1985
Cornes_Paris,p,1986
Cornes_Paris,p,1987
Cornes_Paris,p,1988
Cornes_Paris,p,1989
Cornes_Paris,p,1990
Cornes_Paris,p,1991
Cornes_Paris,p,1992
Cornes_Paris,p,1993
Cornes_Paris,p,1994
Cornes_Paris,p,1995
Cornes_Paris,p,1996
Cornes_Paris,p,1997
Cornes_Paris,p,1998
Cornes_Paris,p,1999
Cornes_Paris,p,2000
Cornes_Paris,p,2001
Cornes_Paris,p,2002
Cornes_Paris,p,2003
Cornes_Paris,p,2004
Cornes_Paris,p,2005
Cornes_Paris,p,2006
Cornes_Paris,p,2007
Cornes_Paris_Cotte,p,1776
Cornes_Paris_Cotte,p,1777
Cornes_Paris_Cotte,p,1778
Cornes_Paris_Cotte,p,1779
Cornes_Paris_Cotte,p,1780
Cornes_Paris_Cotte,p,1781
Cornes_Paris_Cotte,p,1782
Cornes_Paris_Cotte,p,1783
Cornes_Paris_Cotte,p,1784
Cornes_Paris_Cuny-Roux,p,1747
Cornes_Paris_Cuny-Roux,p,1748
Cornes_Paris_Cuny-Roux,p,1749
Cornes_Paris_Cuny-Roux,p,1750
Cornes_Paris_Cuny-Roux,p,1751
Cornes_Paris_Cuny-Roux,p,1752
Cornes_Paris_Cuny-Roux,p,1753
Cornes_Paris_Cuny-Roux,p,1754
Cornes_Paris_Cuny-Roux,p,1755
Cornes_Paris_Cuny-Roux,p,1756
Cornes_Paris_Cuny-Roux,p,1757
Cornes_Paris_Cuny-Roux,p,1758
Cornes_Paris_Cuny-Roux,p,1759
Cornes_Paris_Cuny-Roux,p,1760
Cornes_Paris_Cuny-Roux,p,1761
Cornes_Paris_Cuny-Roux,p,1762
Cornes_Paris_Cuny-Roux,p,1763
Cornes_Paris_Cuny-Roux,p,1764
Cornes_Paris_Cuny-Roux,p,1765
Cornes_Paris_Cuny-Roux,p,1766
Cornes_Paris_Cuny-Roux,p,1767
Cornes_Paris_Cuny-Roux,p,1768
Cornes_Paris_Cuny-Roux,p,1769
Cornes_Paris_Cuny-Roux,p,1770
Cornes_Paris_Cuny-Roux,p,1771
Cornes_Paris_Cuny-Roux,p,1772
Cornes_Paris_Cuny-Roux,p,1773
Cornes_Paris_Cuny-Roux,p,1774
Cornes_Paris_Cuny-Roux,p,1775
Cornes_Paris_Cuny-Roux,p,1776
Cornes_Paris_Monstouris,p,1785
Cornes_Paris_Monstouris,p,1786
Cornes_Paris_Monstouris,p,1787
Cornes_Paris_Monstouris,p,1788
Cornes_Paris_Monstouris,p,1789
Cornes_Paris_Monstouris,p,1790
Cornes_Paris_Monstouris,p,1791
Cornes_Paris_Monstouris,p,1792
Cornes_Paris_Monstouris,p,1793
Cornes_Paris_Monstouris,p,1794
Cornes_Paris_Monstouris,p,1795
Cornes_Paris_Monstouris,p,1796
Cornes_Paris_Monstouris,p,1797
Cornes_Paris_Monstouris,p,1798
Cornes_Paris_Monstouris,p,1799
Cornes_Paris_Monstouris,p,1800
Cornes_Paris_Monstouris,p,1801
Cornes_Paris_Monstouris,p,1802
Cornes_Paris_Monstouris,p,1803
Cornes_Paris_Monstouris,p,1804
Cornes_Paris_Monstouris,p,1805
Cornes_Paris_Monstouris,p,1806
Cornes_Paris_Monstouris,p,1807
Cornes_Paris_Monstouris,p,1808
Cornes_Paris_Monstouris,p,1809
Cornes_Paris_Monstouris,p,1810
Cornes_Paris_Monstouris,p,1811
Cornes_Paris_Monstouris,p,1812
Cornes_Paris_Monstouris,p,1813
Cornes_Paris_Monstouris,p,1814
Cornes_Paris_Monstouris,p,1815
Cornes_Paris_Monstouris,p,1816
Cornes_Paris_Monstouris,p,1817
Cornes_Paris_Monstouris,p,1818
Cornes_Paris_Monstouris,p,1819
Cornes_Paris_Monstouris,p,1820
Cornes_Paris_Monstouris,p,1821
Cornes_Paris_Monstouris,p,1822
Cornes_Paris_Monstouris,p,1823
Cornes_Paris_Monstouris,p,1824
Cornes_Paris_Monstouris,p,1825
Cornes_Paris_Monstouris,p,1826
Cornes_Paris_Monstouris,p,1827
Cornes_Paris_Monstouris,p,1828
Cornes_Paris_Monstouris,p,1829
Cornes_Paris_Monstouris,p,1830
Cornes_Paris_Monstouris,p,1831
Cornes_Paris_Monstouris,p,1832
Cornes_Paris_Monstouris,p,1833
Cornes_Paris_Monstouris,p,1834
Cornes_Paris_Monstouris,p,1835
Cornes_Paris_Monstouris,p,1836
Cornes_Paris_Monstouris,p,1837
Cornes_Paris_Monstouris,p,1838
Cornes_Paris_Monstouris,p,1839
Cornes_Paris_Monstouris,p,1840
Cornes_Paris_Monstouris,p,1841
Cornes_Paris_Monstouris,p,1842
Cornes_Paris_Monstouris,p,1843
Cornes_Paris_Monstouris,p,1844
Cornes_Paris_Monstouris,p,1845
Cornes_Paris_Monstouris,p,1846
Cornes_Paris_Monstouris,p,1847
Cornes_Paris_Monstouris,p,1848
Cornes_Paris_Monstouris,p,1849
Cornes_Paris_Monstouris,p,1850
Cornes_Paris_Monstouris,p,1851
Cornes_Paris_Monstouris,p,1852
Cornes_Paris_Monstouris,p,1853
Cornes_Paris_Monstouris,p,1854
Cornes_Paris_Monstouris,p,1855
Cornes_Paris_Monstouris,p,1856
Cornes_Paris_Monstouris,p,1857
Cornes_Paris_Monstouris,p,1858
Cornes_Paris_Monstouris,p,1859
Cornes_Paris_Monstouris,p,1860
Cornes_Paris_Monstouris,p,1861
Cornes_Paris_Monstouris,p,1862
Cornes_Paris_Monstouris,p,1863
Cornes_Paris_Monstouris,p,1864
Cornes_Paris_Monstouris,p,1865
Cornes_Paris_Monstouris,p,1866
Cornes_Paris_Monstouris,p,1867
Cornes_Paris_Monstouris,p,1868
Cornes_Paris_Monstouris,p,1869
Cornes_Paris_Monstouris,p,1870
Cornes_Paris_Monstouris,p,1871
Cornes_Paris_Monstouris,p,1872
Cornes_Paris_Monstouris,p,1873
Cornes_Paris_Monstouris,p,1874
Cornes_Paris_Monstouris,p,1875
Cornes_Paris_Monstouris,p,1876
Cornes_Paris_Monstouris,p,1877
Cornes_Paris_Monstouris,p,1878
Cornes_Paris_Monstouris,p,1879
Cornes_Paris_Monstouris,p,1880
Cornes_Paris_Monstouris,p,1881
Cornes_Paris_Monstouris,p,1882
Cornes_Paris_Monstouris,p,1883
Cornes_Paris_Monstouris,p,1884
Cornes_Paris_Monstouris,p,1885
Cornes_Paris_Monstouris,p,1886
Cornes_Paris_Monstouris,p,1887
Cornes_Paris_Monstouris,p,1888
Cornes_Paris_Monstouris,p,1889
Cornes_Paris_Monstouris,p,1890
Cornes_Paris_Monstouris,p,1891
Cornes_Paris_Monstouris,p,1892
Cornes_Paris_Monstouris,p,1893
Cornes_Paris_Monstouris,p,1894
Cornes_Paris_Monstouris,p,1895
Cornes_Paris_Monstouris,p,1896
Cornes_Paris_Monstouris,p,1897
Cornes_Paris_Monstouris,p,1898
Cornes_Paris_Monstouris,p,1899
Cornes_Paris_Monstouris,p,1900
Cornes_Paris_Monstouris,p,1901
Cornes_Paris_Monstouris,p,1902
Cornes_Paris_Monstouris,p,1903
Cornes_Paris_Monstouris,p,1904
Cornes_Paris_Monstouris,p,1905
Cornes_Paris_Monstouris,p,1906
Cornes_Paris_Monstouris,p,1907
Cornes_Paris_Monstouris,p,1908
Cornes_Paris_Monstouris,p,1909
Cornes_Paris_Monstouris,p,1910
Cornes_Paris_Monstouris,p,1911
Cornes_Paris_Monstouris,p,1912
Cornes_Paris_Monstouris,p,1913
Cornes_Paris_Monstouris,p,1914
Cornes_Paris_Monstouris,p,1915
Cornes_Paris_Monstouris,p,1916
Cornes_Paris_Monstouris,p,1917
Cornes_Paris_Monstouris,p,1918
Cornes_Paris_Monstouris,p,1919
Cornes_Paris_Monstouris,p,1920
Cornes_Paris_Monstouris,p,1921
Cornes_Paris_Monstouris,p,1922
Cornes_Paris_Monstouris,p,1923
Cornes_Paris_Monstouris,p,1924
Cornes_Paris_Monstouris,p,1925
Cornes_Paris_Monstouris,p,1926
Cornes_Paris_Monstouris,p,1927
Cornes_Paris_Monstouris,p,1928
Cornes_Paris_Monstouris,p,1929
Cornes_Paris_Monstouris,p,1930
Cornes_Paris_Monstouris,p,1931
Cornes_Paris_Monstouris,p,1932
Cornes_Paris_Monstouris,p,1933
Cornes_Paris_Monstouris,p,1934
Cornes_Paris_Monstouris,p,1935
Cornes_Paris_Monstouris,p,1936
Cornes_Paris_Monstouris,p,1937
Cornes_Paris_Monstouris,p,1938
Cornes_Paris_Monstouris,p,1939
Cornes_Paris_Monstouris,p,1940
Cornes_Paris_Monstouris,p,1941
Cornes_Paris_Monstouris,p,1942
Cornes_Paris_Monstouris,p,1943
Cornes_Paris_Monstouris,p,1944
Cornes_Paris_Monstouris,p,1945
Cornes_Paris_Monstouris,p,1946
Cornes_Paris_Monstouris,p,1947
Cornes_Paris_Monstouris,p,1948
Cornes_Paris_Monstouris,p,1949
Cornes_Paris_Monstouris,p,1950
Cornes_Paris_Monstouris,p,1951
Cornes_Paris_Monstouris,p,1952
Cornes_Paris_Monstouris,p,1953
Cornes_Paris_Monstouris,p,1954
Cornes_Paris_Monstouris,p,1955
Cornes_Paris_Monstouris,p,1956
Cornes_Paris_Monstouris,p,1957
Cornes_Paris_Monstouris,p,1958
Cornes_Paris_Monstouris,p,1959
Cornes_Paris_Monstouris,p,1960
Cornes_Paris_Monstouris,p,1961
Cornes_Paris_Monstouris,p,1962
Cornes_Paris_Monstouris,p,1963
Cornes_Paris_Monstouris,p,1964
Cornes_Paris_Monstouris,p,1965
Cornes_Paris_Monstouris,p,1966
Cornes_Paris_Monstouris,p,1967
Cornes_Paris_Monstouris,p,1968
Cornes_Paris_Monstouris,p,1969
Cornes_Paris_Monstouris,p,1970
Cornes_Paris_Monstouris,p,1971
Cornes_Paris_Monstouris,p,1972
Cornes_Paris_Monstouris,p,1973
Cornes_Paris_Monstouris,p,1974
Cornes_Paris_Monstouris,p,1975
Cornes_Paris_Monstouris,p,1976
Cornes_Paris_Monstouris,p,1977
Cornes_Paris_Monstouris,p,1978
Cornes_Paris_Monstouris,p,1979
Cornes_Paris_Monstouris,p,1980
Cornes_Paris_Monstouris,p,1981
Cornes_Paris_Monstouris,p,1982
Cornes_Paris_Monstouris,p,1983
Cornes_Paris_Monstouris,p,1984
Cornes_Paris_Monstouris,p,1985
Cornes_Paris_Monstouris,p,1986
Cornes_Paris_Monstouris,p,1987
Cornes_Paris_Monstouris,p,1988
Cornes_Paris_Monstouris,p,1989
Cornes_Paris_Monstouris,p,1990
Cornes_Paris_Monstouris,p,1991
Cornes_Paris_Monstouris,p,1992
Cornes_Paris_Monstouris,p,1993
Cornes_Paris_Monstouris,p,1994
Cornes_Paris_Monstouris,p,1995
Cornes_Paris_Monstouris,p,1996
Cornes_Paris_Monstouris,p,1997
Cornes_Paris_Monstouris,p,1998
Cornes_Paris_Monstouris,p,1999
Cornes_Paris_Monstouris,p,2000
Cornes_Paris_Monstouris,p,2001
Cornes_Paris_Monstouris,p,2002
Cornes_Paris_Monstouris,p,2003
Cornes_Paris_Monstouris,p,2004
Cornes_Paris_Monstouris,p,2005
Cornes_Paris_Monstouris,p,2006
Cornes_Paris_Monstouris,p,2007
Cornes_Paris_Monstouris,p,2008
Cornes_Paris_Monstouris,p,2009
Cornes_Paris_Monstouris,p,2010
Cornes_Paris_Monstouris,p,2011
Cornes_Utrecht-DeBilt,p,1851
Cornes_Utrecht-DeBilt,p,1852
Cornes_Utrecht-DeBilt,p,1853
Cornes_Utrecht-DeBilt,p,1854
Cornes_Utrecht-DeBilt,p,1855
Cornes_Utrecht-DeBilt,p,1856
Cornes_Utrecht-DeBilt,p,1857
Cornes_Utrecht-DeBilt,p,1858
Cornes_Utrecht-DeBilt,p,1859
Cornes_Utrecht-DeBilt,p,1860
Cornes_Utrecht-DeBilt,p,1861
Cornes_Utrecht-DeBilt,p,1862
Cornes_Utrecht-DeBilt,p,1863
Cornes_Utrecht-DeBilt,p,1864
Cornes_Utrecht-DeBilt,p,1865
Cornes_Utrecht-DeBilt,p,1866
Cornes_Utrecht-DeBilt,p,1867
Cornes_Utrecht-DeBilt,p,1868
Cornes_Utrecht-DeBilt,p,1869
Cornes_Utrecht-DeBilt,p,1870
Cornes_Utrecht-DeBilt,p,1871
Cornes_Utrecht-DeBilt,p,1872
Cornes_Utrecht-DeBilt,p,1873
Cornes_Utrecht-DeBilt,p,1874
Cornes_Utrecht-DeBilt,p,1875
Cornes_Utrecht-DeBilt,p,1876
Cornes_Utrecht-DeBilt,p,1877
Cornes_Utrecht-DeBilt,p,1878
Cornes_Utrecht-DeBilt,p,1879
Cornes_Utrecht-DeBilt,p,1880
Cornes_Utrecht-DeBilt,p,1881
Cornes_Utrecht-DeBilt,p,1882
Cornes_Utrecht-DeBilt,p,1883
Cornes_Utrecht-DeBilt,p,1884
Cornes_Utrecht-DeBilt,p,1885
Cornes_Utrecht-DeBilt,p,1886
Cornes_Utrecht-DeBilt,p,1887
Cornes_Utrecht-DeBilt,p,1888
Cornes_Utrecht-DeBilt,p,1889
Cornes_Utrecht-DeBilt,p,1890
Cornes_Utrecht-DeBilt,p,1891
Cornes_Utrecht-DeBilt,p,1892
Cornes_Utrecht-DeBilt,p,1893
Cornes_Utrecht-DeBilt,p,1894
Cornes_Utrecht-DeBilt,p,1895
Cornes_Utrecht-DeBilt,p,1896
DIGIHOM_GrandStBernard,Tn,1825
DIGIHOM_GrandStBernard,Tn,1826
DIGIHOM_GrandStBernard,Tn,1827
DIGIHOM_GrandStBernard,Tn,1828
DIGIHOM_GrandStBernard,Tn,1829
DIGIHOM_GrandStBernard,Tn,1830
DIGIHOM_GrandStBernard,Tn,1831
DIGIHOM_GrandStBernard,Tn,1832
DIGIHOM_GrandStBernard,Tn,1833
DIGIHOM_GrandStBernard,Tn,1834
DIGIHOM_GrandStBernard,Tn,1835
DIGIHOM_GrandStBernard,Tn,1836
DIGIHOM_GrandStBernard,Tn,1837
DIGIHOM_GrandStBernard,Tn,1838
DIGIHOM_GrandStBernard,Tn,1839
DIGIHOM_GrandStBernard,Tn,1840
DIGIHOM_GrandStBernard,Tn,1841
DIGIHOM_GrandStBernard,Tn,1842
DIGIHOM_GrandStBernard,Tn,1843
DIGIHOM_GrandStBernard,Tn,1844
DIGIHOM_GrandStBernard,Tn,1845
DIGIHOM_GrandStBernard,Tn,1846
DIGIHOM_GrandStBernard,Tn,1847
